MAGs	16S_rRNA	23S_rRNA	5S_rRNA	CDSs	coding density	Count	CRISPR arrays	GC	hypotheticals	Length	N ratio	N50	ncRNA regions	ncRNAs	oriCs	oriTs	oriVs	pseudogenes	rRNAs	signal peptides	sORFs	tmRNAs	tRNAs
GFS_4725	1	0	0	3862	79.6	808	0	58.5	2220	4523794	0	6871	3	3	0	0	0	0	1	0	0	0	25
GFS_4729	0	0	0	2875	90.9	100	0	63.4	720	2906752	0	82402	6	2	0	0	0	4	1	0	0	1	53
GFS_473	2	2	1	1965	69.7	886	0	50.9	809	1996768	0	2460	6	2	0	0	0	5	5	0	0	1	31
GFS_4730	0	0	0	2343	84.7	389	0	70.2	800	2264987	0	8117	10	5	0	0	0	4	0	0	0	1	29
GFS_4736	0	0	1	2449	85.8	362	0	65.4	860	2429398	0	9952	5	4	0	0	0	7	1	0	0	1	24
GFS_4738	0	0	0	598	85	80	0	49.6	292	568525	0	7777	0	1	0	0	0	0	0	0	0	0	20
GFS_475	0	1	1	1889	76.3	543	0	40.1	750	1872903	0	4833	1	3	0	0	0	4	2	0	0	1	38
GFS_4752	1	2	1	2279	66.9	859	0	35.7	2142	1954154	0	2603	1	1	0	0	0	0	4	0	0	0	34
GFS_4757	0	0	1	1865	62.4	992	0	43.6	1314	2101337	0	2256	0	2	0	0	0	1	1	0	0	0	8
GFS_4758	1	0	0	2490	61.4	1324	0	48	1524	3038464	0	2613	3	2	0	0	0	2	1	0	0	1	27
GFS_4789	0	0	0	2078	91	202	0	65.2	1149	2082865	0	12763	3	2	0	0	0	0	0	0	0	0	22
GFS_4791	0	0	0	3020	86.2	359	0	51.8	1891	3319043	0	12928	1	2	0	0	0	0	0	0	0	0	21
GFS_48	0	0	1	2450	76.7	819	0	60.4	1429	2141850	0	3276	5	1	0	0	0	4	1	0	0	1	39
GFS_480	0	0	0	2521	73.5	927	0	44.8	1119	2727677	0	3552	4	2	0	0	0	1	0	0	0	1	20
GFS_4809	0	0	1	4602	81.8	756	0	61.6	1708	4745716	0	8428	11	8	0	0	0	9	1	0	0	1	48
GFS_4810	0	0	0	3714	78.9	831	0	63.7	2301	3800956	0	5314	16	2	0	0	0	3	0	0	0	1	36
GFS_4813	0	0	1	2750	88.6	273	0	58.8	672	2720688	0	13141	12	3	0	0	0	13	1	0	0	1	20
GFS_4821	0	0	0	2645	78.4	570	0	32.2	1178	3124847	0	7394	4	4	0	0	0	2	0	0	0	0	27
GFS_4827	0	0	0	4220	85.3	846	0	65	2005	4203290	0	6776	4	4	0	0	0	0	0	0	0	0	38
GFS_4844	0	0	0	2313	59.7	1303	2	37.4	1391	2968281	0	2486	7	1	0	0	0	1	0	0	0	1	17
GFS_4857	0	1	0	1796	66.9	816	0	39.6	894	2224442	0	3248	4	3	0	0	0	0	2	0	0	0	23
GFS_4863	3	2	0	2256	77.5	540	1	42.6	641	2402959	0	7244	3	3	1	0	0	22	3	0	5	0	38
GFS_4901	0	0	0	2273	82.4	539	0	55.6	826	2283699	0	5168	5	3	0	0	0	0	0	0	0	0	24
GFS_4902	0	0	1	5270	79.4	1534	0	65.3	3881	4970082	0	3720	2	2	0	0	0	1	1	0	0	2	17
GFS_4915	0	0	0	2401	75.1	632	0	47.2	1557	2457538	0	4289	1	1	0	0	0	0	0	0	0	1	13
GFS_4930	0	0	0	1968	67.3	739	0	27.9	1377	2267483	0	3390	1	1	0	0	0	1	0	0	0	0	20
GFS_4931	0	0	0	3130	85.6	649	0	67.6	1370	3069106	0	6039	2	3	0	0	0	2	0	0	0	0	25
GFS_4933	0	0	0	2188	74.4	598	0	36.1	800	2579378	0	5215	2	2	0	0	0	4	0	0	0	0	15
GFS_4934	0	1	1	3409	91.6	50	1	40	2230	3949059	0	146730	3	3	0	0	0	0	2	0	0	1	47
GFS_4936	0	0	0	6937	75.9	2353	0	69	5044	7177149	0	3298	2	3	0	0	0	2	0	0	0	1	31
GFS_4937	0	0	0	2618	82	653	0	68.1	1050	2603519	0	4762	3	4	0	0	0	0	0	0	0	1	27
GFS_4946	1	2	0	761	80	57	0	38.1	507	779942	0	23575	0	2	0	0	0	0	2	0	0	1	35
GFS_4950	0	0	0	2707	82.8	553	0	71.2	906	2707597	0	6211	14	3	0	0	0	12	0	0	0	1	37
GFS_4958	0	0	0	3726	82.9	600	0	70.2	1617	3649868	0	8946	13	8	0	0	0	10	0	0	0	1	54
GFS_4959	0	0	0	3144	83.1	331	0	43	976	3686101	0	14800	8	6	0	0	0	1	0	0	0	1	30
GFS_4964	0	0	2	4303	83.6	816	0	60.3	2234	4316782	0	6266	4	2	0	0	0	8	2	0	0	0	35
GFS_4996	0	0	0	2550	79.7	746	0	65	947	2481793	0	4344	8	3	0	0	0	6	0	0	0	1	26
GFS_5096	0	0	1	4184	81.6	1046	0	62.9	2518	3660578	0	4659	1	3	0	0	0	2	1	0	0	0	45
GFS_5127	0	0	0	2994	85.6	433	0	49.9	1000	2944532	0	9941	8	7	0	0	0	4	0	0	0	0	31
GFS_5130	0	0	0	3872	67.1	1574	3	50.3	2634	4307451	0	3243	2	3	0	0	0	3	0	0	0	0	39
GFS_5143	0	0	0	2741	68.2	1346	0	65.3	1382	2628928	0	2013	9	4	0	0	0	19	0	0	1	1	36
GFS_5180	0	0	0	3107	78.4	669	0	59.3	1427	3087563	0	7272	4	7	0	0	0	4	0	0	0	1	32
GFS_5198	0	1	0	668	62.5	287	0	36	490	652459	0	2516	0	0	0	0	0	1	1	0	0	0	28
GFS_5233	1	3	1	834	65.6	316	0	43.7	538	845759	0	3031	0	1	0	0	0	0	5	0	0	0	30
GFS_5272	0	0	0	449	82.7	62	0	39.9	219	427563	0	8470	0	0	0	0	0	0	0	0	0	0	26
GFS_5273	0	0	1	813	88.4	42	0	44	428	783032	0	27001	2	2	0	0	0	0	1	0	0	0	35
GFS_5274	0	0	0	4316	88	246	1	68.3	2127	5212785	0	36903	2	3	0	0	0	2	0	0	0	0	49
GFS_5278	1	0	0	3392	83	518	0	34.2	1641	3811960	0	10787	4	8	0	0	0	2	0	0	0	0	24
GFS_5282	0	0	0	3038	89.3	369	0	63.3	1663	3153256	0	13510	10	1	0	0	0	3	0	0	0	1	41
GFS_5288	0	1	0	714	88.5	34	0	42.7	416	658604	0	36184	1	2	0	0	0	0	1	0	0	1	34
GFS_5289	0	0	0	4005	82.4	940	0	66.7	1414	4047722	0	5063	8	5	0	0	0	23	0	0	0	0	25
GFS_5291	0	0	0	3229	84.2	590	0	65.3	1125	3301958	0	8214	6	5	0	0	0	2	0	0	0	0	37
GFS_5294	0	0	0	4248	83.8	844	0	57.8	2405	4047930	0	5348	1	5	0	0	0	19	0	0	0	0	31
GFS_5300	0	0	0	4011	79.8	841	0	58.2	2384	4542889	0	6248	3	4	0	0	0	6	1	0	0	2	25
GFS_5301	0	0	1	3756	84.1	204	0	55.9	1419	3548982	0	24775	6	2	0	0	0	27	1	0	0	1	46
GFS_5304	0	0	0	3860	76.7	1212	0	65.9	2498	4522770	0	4189	7	2	0	0	0	3	0	0	0	0	44
GFS_5321	0	0	0	6389	89.8	312	1	51.7	3268	7100064	0	33564	3	2	0	0	0	7	0	0	0	1	45
GFS_5326	0	0	0	2760	83	572	0	64.1	896	2661261	0	5516	6	1	0	0	0	16	0	0	1	0	22
GFS_5333	0	0	0	3518	84.2	536	0	39.9	2157	3808878	0	10134	0	1	0	0	0	2	0	0	1	0	25
GFS_5337	0	0	1	3792	84.8	209	0	36.7	1251	4314772	0	41921	6	4	0	0	0	14	0	0	0	1	39
GFS_5351	0	0	0	1699	66.9	725	0	43.6	848	1834353	0	2853	0	1	0	0	0	0	0	0	0	0	15
GFS_5367	0	0	0	3072	74.2	1033	1	58.5	1467	2970074	0	3686	2	4	0	0	0	3	0	0	0	1	20
GFS_5370	0	3	0	1745	81.6	408	0	46.2	676	1688915	0	6392	5	1	0	0	0	3	3	0	0	1	43
GFS_5371	2	0	0	4191	70.6	1189	0	37.3	1952	5014436	0	6570	4	6	0	0	0	12	2	0	0	1	28
GFS_5396	0	1	0	6355	84.7	857	4	68.7	3778	7210828	0	13493	4	49	0	0	0	2	2	0	0	1	70
GFS_541	0	0	0	2525	82.4	532	0	66.6	962	2621325	0	6296	5	3	0	0	0	2	0	0	1	0	32
GFS_5413	0	0	0	3673	72.1	1484	0	56.8	2222	4110414	0	3231	4	1	0	0	0	3	0	0	0	2	28
GFS_5427	0	0	1	1435	79.1	392	0	50.7	834	1381329	0	4205	1	2	0	0	0	0	1	0	0	1	17
GFS_5438	0	0	1	3504	85.9	589	0	59.3	1778	3598210	0	7489	4	2	0	0	0	0	1	0	0	0	34
GFS_5441	0	0	0	4512	77	1002	0	52.8	2475	5385482	0	6358	1	0	0	0	0	10	0	0	0	0	21
GFS_5453	0	0	0	4526	89	513	0	66	2290	4765677	0	14629	5	2	0	0	0	2	0	0	0	1	40
GFS_5455	0	0	0	3522	74.1	1109	0	60.5	2117	4316257	0	4378	1	4	0	0	0	3	1	0	0	1	24
GFS_5457	0	0	0	2879	88.6	277	0	67.7	576	3059320	0	15463	5	4	0	0	0	10	0	0	0	1	40
GFS_5459	0	0	0	3606	87.5	338	0	61.7	1424	3693906	0	18549	6	8	0	0	0	0	0	0	0	1	29
GFS_5463	0	0	0	2196	83.7	286	0	42.4	502	2278239	0	9851	5	5	1	0	0	28	0	0	3	0	24
GFS_5468	0	0	1	4994	86.4	624	1	66.1	2208	6410202	0	15077	5	105	0	0	0	5	1	0	0	1	71
GFS_5469	0	0	0	3473	87.9	325	0	65.1	1353	3657602	0	21850	5	4	0	0	0	1	0	0	0	1	35
GFS_5475	0	0	0	2745	87.6	264	0	64.7	948	3045879	0	18288	1	4	0	0	0	2	0	0	0	1	32
GFS_5479	0	0	1	4266	81.6	914	0	64.3	2394	4267674	0	5727	4	4	0	0	0	11	1	0	0	1	40
GFS_5483	0	0	0	4580	87.7	331	2	69.5	2404	5448917	0	26439	3	2	0	0	0	2	0	0	0	0	48
GFS_5495	0	0	0	2373	70.7	706	0	40.4	961	2911006	0	4632	3	5	0	0	0	4	0	0	0	1	25
GFS_5502	0	0	0	3126	87.1	280	1	63.2	1447	3525772	0	19988	4	24	0	0	0	0	0	0	0	0	39
GFS_5507	1	0	0	5523	81.3	931	2	59	2978	6268231	0	8642	2	40	0	0	0	6	1	0	0	1	58
GFS_5508	0	0	0	5016	85.8	623	0	62.4	2543	5803038	0	13250	3	2	0	0	0	5	1	0	0	2	52
GFS_5510	0	0	0	4049	81.1	943	0	64.4	1957	4515165	0	6298	6	5	0	0	0	6	0	0	0	1	32
GFS_5521	0	0	0	2774	83.5	383	1	38.6	1079	3140518	0	12620	3	6	0	0	0	3	0	0	0	1	27
GFS_5522	1	1	1	736	87.1	63	0	35.1	415	709261	0	15834	0	1	0	0	0	0	2	0	0	0	34
GFS_5523	0	0	0	5611	79.3	1572	2	68.7	3281	6073835	0	4401	4	28	0	0	0	9	0	0	0	1	65
GFS_5529	0	0	1	1080	81.6	84	0	45.1	645	1078067	0	15559	0	1	0	0	0	0	1	0	0	0	34
GFS_5549	0	0	0	1661	86.3	303	0	57.9	588	1544188	0	7723	6	2	0	0	0	0	0	0	0	0	35
GFS_5551	1	0	0	2639	84.1	228	1	35.7	990	2877861	0	17912	2	2	0	0	0	4	1	0	0	1	36
GFS_5552	0	0	0	2866	63.4	1212	1	45.9	1358	3016503	0	2886	4	7	0	0	0	12	0	0	0	2	24
GFS_5572	0	0	0	1611	69.6	668	0	43.4	600	1682301	0	2854	5	3	0	0	0	2	0	0	7	0	27
GFS_5581	0	0	0	5369	83.2	498	5	38.3	3057	6228273	0	23579	3	2	0	0	0	3	0	0	0	0	40
GFS_5603	0	0	0	3787	74.6	988	1	39.5	2015	4720478	0	6432	4	3	0	0	0	3	0	0	0	0	27
GFS_5604	0	1	0	1390	64.7	665	0	42.8	1124	1509583	0	2505	0	1	0	0	0	0	2	0	0	0	30
GFS_5614	0	0	0	1290	65.1	507	0	43.4	711	1484234	0	3375	0	2	0	0	0	2	0	0	0	1	31
GFS_5624	0	0	0	3522	90.9	160	0	66.9	888	3741323	0	28604	5	5	0	0	0	3	0	0	0	1	30
GFS_5625	1	0	0	2879	90.8	144	0	49.4	818	2837075	0	32940	11	7	0	0	0	3	1	0	0	1	42
GFS_5629	0	0	0	3218	89.4	116	0	57.1	1003	3384745	0	47179	4	5	1	0	0	3	0	0	0	0	40
GFS_5632	0	0	0	3965	84.5	601	0	56.6	1599	4186175	0	10730	7	4	0	0	0	2	0	0	0	1	28
GFS_5639	0	0	0	4566	85.3	322	1	37.7	2428	5493099	0	25597	3	2	0	0	0	3	0	0	0	1	38
GFS_5646	1	0	0	2514	91.6	217	0	64.8	855	2691766	0	20588	7	4	0	0	0	1	1	0	0	1	33
GFS_5650	0	0	0	3668	89.3	148	2	57.2	1259	4031580	0	46726	5	4	0	0	0	6	0	0	0	1	48
GFS_5652	0	0	0	3692	91.5	55	0	50.2	1190	4212082	0	118981	4	5	0	0	0	1	0	0	0	0	33
GFS_5653	0	0	0	2623	88.1	99	1	53.2	890	2817300	0	45635	8	5	0	0	0	2	0	0	0	1	37
GFS_5655	0	0	0	2926	87.6	234	0	53.4	903	2913717	0	19031	9	8	0	0	0	1	0	0	0	1	37
GFS_5656	0	0	0	3512	87.1	589	0	67.9	1858	3716345	0	8999	2	2	0	0	0	3	0	0	0	1	29
GFS_5662	0	0	0	3227	86	519	0	62.9	1751	3200719	0	8789	2	2	0	0	0	1	0	0	0	0	33
GFS_5683	0	0	0	4664	82.7	1119	0	64.4	3645	4870243	0	5841	2	3	0	0	0	0	0	0	0	0	34
GFS_5684	1	0	0	2859	61.1	1544	0	41.9	1599	3192185	0	2210	6	2	0	0	0	8	0	0	0	0	34
GFS_5685	1	1	0	2680	85.7	260	1	30.3	923	2966782	0	16016	4	44	0	0	0	4	2	0	0	0	39
GFS_5686	0	0	0	2086	90.1	160	0	49.2	561	2177790	0	20190	3	3	0	0	0	1	0	0	0	1	28
GFS_5687	0	1	0	1191	84.4	123	0	50.3	760	1125453	0	16622	0	1	0	0	0	0	1	0	0	0	38
GFS_5688	0	0	0	7728	85.1	678	1	50.1	4664	9465322	0	21294	3	11	0	0	0	3	0	0	0	0	62
GFS_5689	0	0	0	6332	85.5	588	2	51.6	3519	8073141	0	25851	3	8	0	0	0	6	2	0	0	0	56
GFS_5691	0	0	0	3575	90.8	49	0	61.1	585	3542695	0	119636	10	6	0	0	0	125	0	0	1	1	39
GFS_5699	1	0	0	2710	69.4	1015	0	55.7	1415	2447125	0	2738	1	4	0	0	0	18	1	0	0	1	28
GFS_5704	0	0	0	4096	77.4	982	0	46.2	2556	4144789	0	6683	5	2	0	0	0	0	0	0	1	2	61
GFS_5712	0	0	1	4971	78.4	993	1	51	3011	6188402	0	12870	3	4	0	0	0	4	1	0	0	1	38
GFS_573	0	0	0	3080	70.4	1310	0	59.5	1754	2863944	0	2410	3	3	0	0	0	2	0	0	1	0	20
GFS_5730	0	0	0	1816	85.3	267	0	43.5	526	1826282	0	29369	3	3	0	0	0	7	0	0	4	1	26
GFS_5737	0	0	1	4001	91.9	104	0	65.1	919	4470392	0	66974	9	8	0	0	0	3	1	0	0	1	40
GFS_5742	0	0	1	700	88	50	0	40.5	300	689401	0	19556	2	1	0	0	0	0	1	0	0	0	39
GFS_5743	0	0	1	3996	88.1	321	0	50.1	1338	4198426	0	24014	21	5	0	0	0	5	1	0	0	1	48
GFS_5745	0	0	0	4233	87.3	171	0	62.2	1484	4605525	0	41890	9	9	0	0	0	3	0	0	1	2	51
GFS_5746	0	0	2	2662	77.9	506	0	37.4	890	3330895	0	9916	5	2	0	0	0	3	3	0	0	0	38
GFS_5747	0	0	0	3620	85.4	734	0	61.6	1795	3768450	0	5842	2	3	0	0	0	1	0	0	0	0	22
GFS_5748	0	0	1	5074	89.3	267	2	63	903	5530926	0	39670	19	9	0	0	0	8	1	0	1	0	46
GFS_5749	0	0	0	2329	85.7	422	0	57.8	810	2219656	0	6822	4	2	0	0	0	4	0	0	0	1	37
GFS_5756	0	0	0	2505	77.2	531	0	42.7	775	2738131	0	6225	3	6	0	0	0	6	0	0	1	1	31
GFS_5757	0	0	1	2962	80.7	701	0	56.6	1710	3050249	0	5096	2	2	0	0	0	0	1	0	0	1	30
GFS_5763	0	0	0	3380	76.6	532	3	44.4	1468	3447619	0	9440	2	7	0	0	0	8	1	0	1	0	34
GFS_5764	0	0	0	3156	82.4	675	0	60.1	1170	3201120	0	5744	8	3	0	0	0	8	0	0	2	1	33
GFS_5765	0	0	0	2365	81.8	566	0	61.3	861	2443415	0	5098	7	3	0	0	0	9	0	0	0	0	26
GFS_5770	0	0	0	2610	70.5	982	0	43	1911	3060050	0	3778	1	2	0	0	0	0	0	0	0	1	32
GFS_5775	0	0	0	2786	76.5	1089	0	66	1299	2954080	0	3233	4	0	0	0	0	5	0	0	0	0	36
GFS_5782	1	1	1	919	89.7	24	0	47	424	951893	0	44157	0	2	0	0	0	1	3	0	0	0	39
GFS_5785	0	0	1	1881	72.1	534	0	37	1014	2226716	0	4916	2	3	0	0	0	0	1	0	0	1	16
GFS_5796	0	2	1	1207	85.5	57	0	47.8	698	1186567	0	31647	0	1	0	0	0	0	2	0	0	0	44
GFS_5800	0	0	0	2462	79.1	711	0	68.9	1421	2759187	0	4586	3	1	0	0	0	1	0	0	1	1	34
GFS_5801	0	0	1	3368	74.2	826	0	36	1685	3882827	0	6294	3	1	0	0	0	7	1	0	0	1	35
GFS_5804	0	0	0	3746	82.2	503	0	56.9	2355	3886441	0	9955	4	2	0	0	0	1	0	0	0	1	39
GFS_5806	0	0	0	3972	78.4	673	5	61.4	1950	4929578	0	9424	1	20	0	0	0	3	0	0	0	0	42
GFS_5813	0	0	0	3267	87.7	547	0	62.4	1270	3096602	0	7695	3	3	0	0	0	3	0	0	0	0	29
GFS_5816	1	0	0	1023	75.9	216	0	34.3	867	1093296	0	6086	0	0	0	0	0	0	2	0	0	0	32
GFS_5817	1	0	1	4911	89.1	210	3	58.8	1691	5161736	0	49155	6	6	0	0	0	4	1	0	1	1	41
GFS_5822	0	0	1	2192	87.8	255	0	68.5	793	2249368	0	13786	8	3	0	0	0	5	1	0	0	0	36
GFS_5823	0	0	1	3493	82.8	634	0	63.8	1244	3403290	0	7329	9	8	0	0	0	3	1	0	0	0	42
GFS_5830	0	0	0	5088	82.1	959	0	61.9	3079	5752084	0	7950	1	41	0	0	0	3	1	0	0	1	38
GFS_5832	0	0	1	3151	81.3	823	0	65.1	1440	3342127	0	4902	6	2	0	0	0	3	1	0	0	1	21
GFS_5845	0	0	0	4365	80.7	916	0	60.7	2572	4942306	0	6866	6	13	0	0	0	4	0	0	0	0	35
GFS_5847	0	0	0	2246	80.3	607	0	71.1	955	2234776	0	4217	10	3	0	0	0	1	0	0	0	0	34
GFS_5851	0	0	0	2343	78.6	494	0	59.3	1051	2362057	0	6002	2	6	0	0	0	0	0	0	0	0	22
GFS_5860	1	0	0	2610	76.5	736	0	44.3	1852	2750146	0	4669	1	3	0	0	0	0	0	0	0	1	17
GFS_5862	0	0	0	4246	92.6	69	0	66.7	1781	4717105	0	93486	2	5	0	0	0	4	0	0	0	1	43
GFS_5889	0	0	0	5572	76.4	1274	1	59.3	3137	6766403	0	7633	4	82	0	0	0	8	0	0	0	1	44
GFS_5928	0	0	1	3062	88.3	374	0	62.4	1877	3064408	0	12139	3	3	0	0	0	0	1	0	0	0	27
GFS_5930	0	0	0	707	86.4	43	0	44.4	346	686513	0	22269	1	1	0	0	0	0	0	0	0	0	33
GFS_5931	0	0	1	6132	82.6	1594	0	66.7	3746	6394377	0	4592	4	1	0	0	0	13	1	0	0	0	46
GFS_5937	0	0	0	2945	86.8	289	0	60.1	1006	2891535	0	14562	3	3	0	0	0	9	0	0	0	1	32
GFS_5943	0	0	1	2069	76.9	525	0	33.4	760	2322685	0	5340	4	3	0	0	0	3	1	0	1	0	19
GFS_5953	0	0	0	1791	72.2	505	0	38.6	843	2120878	0	4768	3	1	0	0	0	1	0	0	0	1	20
GFS_5954	0	0	0	4679	81.7	1092	0	62.5	1920	4628263	0	5061	11	8	0	0	0	19	0	0	1	0	49
GFS_5956	0	0	0	1458	84.8	303	0	65.1	604	1431694	0	5739	1	1	0	0	0	2	0	0	0	0	28
GFS_5961	0	0	0	2097	75.6	556	1	28.2	1342	2596781	0	5710	2	2	0	0	0	0	0	0	0	1	23
GFS_5964	0	0	0	4227	85.6	451	0	59.8	2085	4672772	0	16870	2	17	0	0	0	8	1	0	0	1	44
GFS_5966	0	0	0	3373	85.8	664	0	65.5	1541	3455962	0	6373	5	3	0	0	0	9	0	0	0	0	28
GFS_5967	0	0	0	2652	83.1	493	1	60.3	1345	2916905	0	8210	2	5	0	0	0	4	0	0	0	0	30
GFS_5972	0	0	0	2459	85.5	426	0	66	842	2435977	0	7882	8	1	0	0	0	5	0	0	0	1	31
GFS_5974	0	0	1	2356	84.8	321	0	41.1	834	2723765	0	11387	4	3	0	0	0	3	1	0	0	1	19
GFS_5977	0	0	1	3264	87.5	309	0	60.6	1133	3271931	0	13568	5	4	0	0	0	4	1	0	0	1	40
GFS_5980	0	0	0	3484	88.2	358	0	65.8	971	3675009	0	14303	6	7	0	0	0	1	0	0	0	0	37
GFS_5985	0	0	0	3159	86.8	503	0	61.3	1246	3261652	0	8108	5	5	0	0	0	4	0	0	0	0	18
GFS_5988	0	0	0	1861	88.6	312	0	66.5	670	1920371	0	7758	3	1	0	0	0	0	0	0	0	0	23
GFS_5990	0	0	1	1858	89.3	85	0	37.4	937	1900263	0	33490	4	2	0	0	0	0	1	0	0	0	46
GFS_5997	0	0	0	3177	83.7	511	0	64.8	1200	3226509	0	8444	8	4	0	0	0	4	0	0	0	0	39
GFS_6001	0	0	0	2062	85.5	354	0	66.8	563	2104307	0	7672	5	2	0	0	0	11	0	0	0	0	28
GFS_6009	0	0	1	2383	87.3	210	2	31.9	941	2757963	0	16277	4	3	0	0	0	1	1	0	0	1	27
GFS_6010	0	0	0	2142	84.5	221	0	40.5	867	2557378	0	16027	4	5	0	0	0	4	0	0	0	1	26
GFS_6016	0	0	0	3176	81	865	0	65.3	1317	3144058	0	4770	5	3	0	0	0	0	0	0	0	0	24
GFS_6018	0	0	0	2655	84.1	601	0	62.4	1619	2636500	0	6245	5	3	0	0	0	0	0	0	0	0	42
GFS_6019	1	0	0	2400	68.6	988	0	53.5	1098	2413313	0	2777	7	4	0	0	0	6	1	0	1	0	15
GFS_6021	1	0	0	2257	72.4	933	0	63.2	980	2245061	0	2797	6	2	0	0	0	4	1	0	0	1	23
GFS_6026	0	0	0	2126	82.4	390	0	53.8	745	2207484	0	10215	8	8	0	0	0	3	0	0	0	0	38
GFS_6050	0	0	0	3055	82.7	800	0	64.7	1395	2928685	0	4965	3	3	0	0	0	7	0	0	0	1	42
GFS_6063	0	0	1	2235	61.4	277	0	42.4	2074	1172102	0	5435	0	1	0	0	0	31	1	0	0	0	38
GFS_6091	0	0	0	2610	79.7	534	0	58.7	1410	2801863	0	6143	2	3	0	0	0	0	0	0	0	0	28
GFS_6100	0	0	1	3617	85.5	700	0	68.5	1301	3656483	0	6882	6	5	0	0	0	8	1	0	0	0	25
GFS_6107	0	0	0	4666	80.9	1407	0	67.9	2967	4536633	0	3522	4	2	0	0	0	2	0	0	0	1	29
GFS_6108	1	0	1	645	81.9	101	0	36.9	344	650519	0	8565	0	3	0	0	0	0	2	0	0	1	34
GFS_6110	0	0	0	3592	81.9	891	0	59.8	2294	3749755	0	4952	2	4	0	0	0	5	0	0	0	1	24
GFS_6112	0	1	0	520	79.6	115	0	34.6	371	492897	0	5108	0	0	0	0	0	0	0	0	0	0	18
GFS_6115	1	0	0	1091	81.3	118	0	46.8	678	1041895	0	11160	1	1	0	0	0	0	1	0	0	0	35
GFS_6116	0	0	0	2042	82.6	291	0	44	514	2119378	0	11268	6	5	0	0	0	7	0	0	3	0	23
GFS_6130	0	0	0	969	66.7	348	0	42.8	437	1143125	0	3762	2	0	0	0	0	2	0	0	0	0	17
GFS_6131	0	0	0	2617	65.1	1132	0	34.7	1772	2916100	0	2891	3	1	0	0	0	2	0	0	0	0	26
GFS_6143	1	1	1	2028	60.8	285	0	42.5	1890	1077120	0	5212	0	1	0	0	0	25	3	0	0	0	37
GFS_6146	1	3	0	688	80.3	111	0	36.3	506	681285	0	10927	0	0	0	0	0	1	2	0	0	0	35
GFS_6178	0	0	0	2572	80.1	731	0	72.3	1071	2523519	0	4564	6	3	0	0	0	1	0	0	0	1	31
GFS_6183	0	0	1	3933	63.5	1522	4	45.2	2178	3976716	0	3121	3	7	0	0	0	17	1	0	0	2	33
GFS_6184	0	0	0	3472	62	1817	0	38.4	1808	4077089	0	2537	4	1	0	0	0	19	1	0	1	1	20
GFS_6186	0	0	0	4164	81	1099	1	69.5	1813	4101916	0	4399	6	4	0	0	0	6	0	0	0	0	29
GFS_6187	0	0	0	1925	78.1	480	0	39.5	870	2047100	0	4939	2	4	0	0	0	7	0	0	0	1	20
GFS_6197	0	0	0	1995	79.8	478	0	42.4	974	2069817	0	4862	2	3	0	0	0	1	0	0	0	0	9
GFS_6199	0	0	1	3618	83	954	0	67.9	1836	3617039	0	4334	2	0	0	0	0	2	1	0	0	0	24
GFS_6203	0	0	0	3602	78.5	1054	0	68.7	1384	3550480	0	3781	10	3	0	0	0	9	0	0	0	0	20
GFS_6216	0	0	0	2843	82.6	727	1	69.4	1080	2902969	0	4844	4	6	0	0	0	1	0	0	0	0	31
GFS_6217	1	0	0	7412	83.3	1755	0	69.2	5020	7585612	0	5236	2	4	0	0	0	5	1	0	0	0	32
GFS_6222	0	0	0	2633	82.9	687	0	66	1149	2593996	0	4424	8	1	0	0	0	1	0	0	1	1	40
GFS_6261	0	0	0	5086	78.1	667	8	44.4	1735	5645436	0	12129	7	27	0	0	0	28	1	0	2	1	62
GFS_6266	0	0	1	4096	85.4	916	0	64.2	1996	3838750	0	5808	4	1	0	0	0	2	1	0	0	1	44
GFS_6270	0	0	1	3206	61	1770	0	44.9	1877	3289163	0	1947	2	3	0	0	0	3	1	0	0	0	28
GFS_6291	0	0	0	778	81.1	85	0	46.6	439	740922	0	9961	0	1	0	0	0	0	0	0	0	0	32
GFS_6296	0	0	0	2863	86	432	0	61	942	2794857	0	8229	4	3	0	0	0	3	0	0	0	1	36
GFS_6300	0	0	0	2179	80.5	542	0	70.9	948	2143545	0	4846	10	2	0	0	0	5	0	0	0	0	33
GFS_6306	0	0	1	679	78.8	102	0	43	383	667321	0	7434	0	0	0	0	0	0	1	0	0	0	27
GFS_6309	1	1	0	437	81.6	73	0	38.6	306	424683	0	7433	0	0	0	0	0	0	2	0	0	0	31
GFS_6317	0	0	0	4782	75.6	1697	1	59.1	2939	4483979	0	3037	7	1	0	0	0	22	0	0	2	1	44
GFS_632	0	0	0	2443	60.4	1329	0	45.1	1399	2523070	0	2024	2	3	0	0	0	0	0	0	0	0	14
GFS_6335	1	1	1	2363	75.7	724	0	45.4	1686	2461775	0	4585	2	3	0	0	0	0	3	0	0	0	24
GFS_6347	1	0	1	1947	91.6	115	0	62.8	457	1883839	0	20555	5	2	0	0	0	2	2	0	0	1	39
GFS_6348	0	0	0	2568	80	619	0	65.3	975	2585628	0	5037	5	5	0	0	0	4	0	0	0	1	39
GFS_6350	0	0	1	7706	81.2	1886	0	70.1	5457	7536153	0	4726	3	4	0	0	0	5	1	0	0	2	43
GFS_6354	0	0	0	3549	76.7	1113	0	66.9	1702	3430762	0	3355	5	4	0	0	0	5	0	0	2	1	32
GFS_6366	1	0	1	2753	80.7	461	0	45.2	1543	2916713	0	7714	4	3	0	0	0	2	2	0	0	0	26
