protein	query length	HMM	HMM length	e-value	score	hmmbegin	hmmend	begin	end	coverage	num domaine	prediction confidence	EC prediction	comment
GFS_2643_1249_1	439	S1_61	451	1.6e-41	256.7	1	443	2	422	98.0	1	low		fusion of 2 fragments from 210 to 422 score 134.9 fragment 2 from 2 to 171 score 121.8
GL111_DN_concoct_63_129_4	657	S1_53	474	2.1e-31	101.7	270	440	460	623	35.9	1	probable fragment		
GL119_DN_concoct_221_sub_1161_2	463	S1_19	430	4.5e-117	383.6	3	415	19	441	95.8	1	several good hits	3.1.6.- 	 good hit with these HMMs: S1_19(383.6);S1_23(373.2);S1_62(363.8);S1_18(359.8);S1_16(358.5);S1_32(335.6);S1_71(334.3);S1_20(334.3);S1_17(333.2);S1_77(324.6);S1_50(300.4)
GL121_UP_concoct_83_1230_2	403	S1_20	444	3.4e-151	496.4	38	437	2	401	89.9	1	high		
GFS_12677_1176_1	343	S1_32	423	1.1e-115	378.9	43	399	1	342	84.2	1	high		
GFS_3356_83_10	469	S1_75	447	9.2e-84	273.8	137	441	4	333	68.0	1	probable fragment		
336R_metabinner_76_sub_526_1	862	S1_16	444	7.5e-39	125.8	158	421	402	671	59.2	1	probable fragment		
GFS_5712_1_13	490	S1_7	456	9.1e-146	478.6	3	445	27	487	96.9	1	high	3.1.6.13 3.1.6.- 	
GFS_5747_586_3	345	S1_8	443	3.9e-48	156.5	6	328	25	345	72.7	1	probable fragment		another fragment from 24 to 116 score 63.8
GL98_DN_metabinner_26_576_4	270	S1_7	456	9.7e-54	175.3	247	447	22	235	43.9	1	probable fragment		
GL121_UP_concoct_83_1398_1	582	S1_17	425	1.1e-174	573.5	3	418	27	433	97.6	1	high	3.1.6.- 	
GL140_4_metabat_227_55_20	508	S1_20	444	3.5e-174	572.1	2	437	36	495	98.0	1	high		
GFS_2591_218_2	982	S1_0	499	2e-35	114.8	193	492	352	635	59.9	1	probable fragment		
GFS_6270_316_2	356	S1_20	444	4.1e-129	423.6	1	334	22	356	75.0	1	high		
GL94_UP_concoct_254_308_3	476	S1_16	444	8.4e-173	567.3	2	438	22	462	98.2	1	high		
GL45_Down_concoct_159_sub_153_1	170	S1_32	423	5.5e-43	139.4	267	413	1	148	34.5	1	probable fragment		
336R_metabinner_76_sub_1171_1	756	S1_12	481	8.1e-32	103.1	254	437	552	743	38.0	1	probable fragment		
GL51_DN_metabinner_8_368_1	358	S1_32	423	7e-103	336.7	77	410	4	323	78.7	1	high		
GL124_DN_concoct_180_sub_205_8	768	S1_8	443	5.3e-52	169.3	2	335	38	371	75.2	1	probable fragment		
GL94_UP_concoct_254_232_1	262	S1_8	443	2e-37	121.3	4	229	39	259	50.8	1	probable fragment		
GL72_UP_concoct_135_sub_73_2	487	S1_12	481	3.7e-79	259.2	2	443	18	460	91.7	1	low		
GFS_1125_39_82	455	S1_7	456	8.4e-162	531.5	3	443	11	448	96.5	1	high	3.1.6.13 3.1.6.- 	
GFS_1762_346_3	412	S1_46	459	3e-47	153.6	163	430	150	405	58.2	1	probable fragment		
GL74_DN_concoct_196_77_6	493	S1_8	443	1.1e-151	497.8	3	424	21	488	95.0	1	high	3.10.1.1 3.1.6.- 	
GL98_DN_metabinner_26_530_2	538	S1_7	456	9.7e-100	326.9	2	446	60	500	97.4	1	several good hits	3.1.6.13 3.1.6.- 	 good hit with these HMMs: S1_7(326.9);S1_52(322.7);S1_46(310.5)
GL94_UP_concoct_84_722_3	1665	S1_29	405	1.7e-125	411.5	2	400	20	438	98.3	1	high		
GFS_10255_95_10	497	S1_46	459	2.5e-88	289.1	2	451	21	471	97.8	1	low		
GL140_1_concoct_122_13_8	494	S1_19	430	8.8e-136	445.2	2	424	44	483	98.1	1	high	3.1.6.- 	
GL140_5_concoct_341_521_2	490	S1_46	459	1.3e-128	421.9	4	452	2	443	97.6	1	high		
GFS_6987_680_8	742	S1_4	536	5.4e-224	737.1	2	516	35	565	95.9	1	high	3.1.6.1 	
GL73_DN_concoct_239_sub_62_4	179	S1_19	430	2.5e-62	203.2	2	164	6	161	37.7	1	probable fragment		
GFS_5455_1030_6	541	S1_20	444	5e-84	275.0	2	430	132	533	96.4	1	low		
GFS_5688_557_6	507	S1_7	456	3.2e-138	453.7	3	443	46	503	96.5	1	high	3.1.6.13 3.1.6.- 	
GL74_UP_metabinner_87_sub_125_2	750	S1_12	481	3.1e-34	111.0	252	437	544	736	38.5	1	probable fragment		
GFS_1477_1440_1	446	S1_29	405	1.2e-132	435.1	2	400	19	436	98.3	1	high		
GFS_9194_139_2	504	S1_16	444	2.2e-169	556.0	2	437	25	497	98.0	1	high		
GL104_UP_metabat_28_85_3	454	S1_18	426	8.1e-193	633.2	2	424	11	445	99.1	1	high		
GL72_DN_metabat_177_sub_580_13	371	S1_15	471	3.8e-106	348.1	118	469	4	349	74.5	1	high	3.1.6.4 	
GL117_UP_metabat_70_274_35	475	S1_16	444	7.9e-173	567.4	2	438	21	461	98.2	1	high		
GL34_DN_metabinner_41_167_1	554	S1_4	536	3.8e-189	622.1	2	515	29	546	95.7	1	high	3.1.6.1 	
GFS_4384_430_2	444	S1_27	454	8e-119	389.9	2	421	33	440	92.3	1	high	3.1.6.12 3.1.6.- 	
GFS_8284_37_93	432	S1_27	454	1.1e-79	260.9	2	431	3	428	94.5	1	low		
GFS_4015_457_1	495	S1_61	451	4.6e-43	219.2	2	434	26	433	95.8	1	low		fusion of 2 fragments from 233 to 433 score 140.0 fragment 2 from 26 to 196 score 79.2
GFS_13968_228_3	653	S1_8	443	2e-138	454.1	3	431	47	477	96.6	1	high	3.10.1.1 3.1.6.- 	
GL74_UP_metabat_107_sub_225_10	478	S1_15	471	4.4e-72	412.7	194	469	27	438	58.4	1	high	3.1.6.4 	fusion of 2 fragments from 27 to 187 score 176.9 and from 184 to 438 score 235.8
GFS_13507_341_3	820	S1_6	469	1.2e-80	264.2	2	446	35	453	94.7	1	low		
GFS_14463_376_4	493	S1_8	443	1e-35	115.6	6	305	35	380	67.5	1	probable fragment		
GL56_Down_concoct_109_294_2	491	S1_11	498	3.2e-175	576.1	5	486	11	482	96.6	1	high	3.1.6.11 3.1.6.14 	
GL140_5_metabinner_35_sub_420_13	659	S1_14	426	1.1e-175	576.7	2	418	38	467	97.7	1	high		
GL124_DN_concoct_187_248_9	543	S1_8	443	7.1e-42	135.9	4	302	34	370	67.3	1	probable fragment		
GFS_5804_31_9	539	S1_0	499	2.4e-149	490.6	3	493	44	528	98.2	1	high	3.1.-.- 	
GFS_12677_1200_1	333	S1_11	498	2.1e-134	441.5	5	334	11	333	66.1	1	high	3.1.6.11 3.1.6.14 	
GL135_DN_metabat_53_sub_951_1	510	S1_53	474	3.2e-33	107.7	268	441	314	478	36.5	1	probable fragment		
GFS_11902_974_4	542	S1_8	443	6e-113	370.1	2	430	23	525	96.6	1	high	3.10.1.1 3.1.6.- 	
GLR80_GL56_UP_1_concoct_13_sub_514_1	363	S1_37	447	3.9e-135	443.6	2	352	3	360	78.3	1	high		
GFS_2111_468_1	513	S1_53	474	3.3e-34	111.0	269	455	34	216	39.2	1	probable fragment		
GL72_UP_concoct_308_sub_27_1	471	S1_46	459	6.9e-83	271.1	2	444	20	462	96.3	1	low		
GLR80_GL56_UP_1_concoct_69_835_4	976	S1_53	474	1.9e-34	111.8	277	472	605	799	41.1	1	probable fragment		another fragment from 596 to 796 score 103.8
GFS_6350_1052_8	983	S1_0	499	1.7e-36	118.4	193	493	353	637	60.1	1	probable fragment		
GFS_13369_321_10	673	S1_8	443	2.9e-35	114.1	5	298	344	620	66.1	1	probable fragment		
GFS_3877_0_58	426	S1_19	430	6.9e-136	445.6	2	403	26	420	93.3	1	high	3.1.6.- 	
GL35_DN_metabat_92_sub_51_6	758	S1_8	443	3.2e-52	170.0	2	331	109	447	74.3	1	probable fragment		
GFS_5507_357_3	277	S1_24	410	1.8e-54	177.7	58	238	1	211	43.9	1	probable fragment		
GFS_12766_96_4	434	S1_16	444	3.8e-93	304.8	3	324	22	389	72.3	1	high		
GFS_3883_468_1	246	S1_14	426	9.2e-69	224.5	160	411	3	244	58.9	1	probable fragment		
GL132_DN_metabinner_20_535_1	610	S1_7	456	4.1e-51	308.8	2	445	21	572	97.1	1	high	3.1.6.13 3.1.6.- 	fusion of 2 fragments from 348 to 572 score 166.6 fragment 2 from 21 to 271 score 142.2
GL75_DN_concoct_31_735_4	491	S1_7	456	1.1e-163	537.7	3	448	22	489	97.6	1	high	3.1.6.13 3.1.6.- 	
GL80_DN_concoct_136_sub_53_5	441	S1_18	426	1e-160	527.4	2	411	31	433	96.0	1	high		
GFS_11902_142_2	480	S1_16	444	3.2e-139	456.6	3	429	25	478	95.9	1	high		
338R_concoct_65_55_7	444	S1_19	430	2.2e-170	559.2	2	416	21	433	96.3	1	high	3.1.6.- 	
GL124_UP_concoct_207_411_23	749	S1_37	447	3.5e-31	100.9	160	419	466	708	57.9	1	probable fragment		
GL74_UP_metabat_107_sub_67_24	436	S1_24	410	1.2e-127	418.7	2	407	28	415	98.8	1	high		
GFS_5830_660_17	229	S1_22	433	5.3e-82	268.1	193	425	1	228	53.6	1	probable fragment		
GL26_UP_concoct_141_840_2	936	S1_8	443	1.6e-51	167.7	6	310	511	841	68.6	1	probable fragment		
GL124_DN_metabinner_44_555_2	432	S1_19	430	1.7e-154	506.9	3	412	27	430	95.1	1	high	3.1.6.- 	
GL132_DN_metabinner_20_417_7	841	S1_7	456	1.4e-102	336.3	2	445	24	559	97.1	1	high	3.1.6.13 3.1.6.- 	
GFS_4080_108_1	174	S1_14	426	4.1e-54	176.3	241	423	1	170	42.7	1	probable fragment		
GL82_UP_concoct_14_535_2	458	S1_7	456	1.3e-84	277.0	1	449	3	439	98.2	1	low		
GL49_Down_concoct_154_159_11	466	S1_50	427	1.8e-204	671.8	2	424	40	462	98.8	1	high		
GFS_13693_1880_1	848	S1_8	443	1.1e-36	118.8	5	308	147	438	68.4	1	probable fragment		
GL72_DN_metabinner_12_123_4	890	S1_15	471	1.1e-161	531.2	2	468	43	517	98.9	1	high	3.1.6.4 	
GL49_Down_concoct_122_373_1	476	S1_25	440	1.4e-174	573.6	2	435	27	458	98.4	1	high	3.1.6.- 	
GFS_5321_214_4	222	S1_46	459	6.2e-37	119.6	3	149	25	170	31.8	1	probable fragment		
GFS_13892_130_10	482	S1_61	451	2.4e-20	129.3	1	359	28	361	79.4	1	probable fragment		fusion of 2 fragments from 233 to 361 score 65.1 fragment 2 from 28 to 206 score 64.2
GFS_3830_94_4	1191	S1_8	443	3.2e-122	400.7	2	434	31	491	97.5	1	high	3.10.1.1 3.1.6.- 	
GFS_3830_94_4	1191	S1_20	444	1.2e-123	405.5	2	435	526	1034	97.5	2	high		
GFS_12554_153_7	728	S1_4	536	4.1e-225	740.8	2	516	27	554	95.9	1	high	3.1.6.1 	
GFS_6836_136_6	392	S1_0	499	2.1e-156	513.9	3	390	4	391	77.6	1	high	3.1.-.- 	
GFS_3877_247_17	457	S1_19	430	3.5e-124	407.0	2	412	26	446	95.3	1	high	3.1.6.- 	
GL72_UP_metabinner_105_sub_38_2	623	S1_39	451	8.1e-173	567.4	2	448	28	461	98.9	1	high		
GL53_Down_metabinner_27_sub_810_5	440	S1_29	405	2.3e-144	473.6	3	395	39	429	96.8	1	high		
GFS_14463_503_6	270	S1_53	474	5.6e-39	126.7	270	442	3	183	36.3	1	probable fragment		
GFS_14463_703_2	502	S1_53	474	2.4e-31	101.6	262	441	296	471	37.8	1	probable fragment		
GL74_UP_concoct_21_236_13	441	S1_26	443	4.3e-54	264.2	3	427	35	438	95.7	1	low		fusion of 2 fragments from 161 to 438 score 176.5 fragment 2 from 35 to 159 score 87.7
GFS_6523_1114_5	486	S1_4	536	8.9e-190	624.2	2	427	50	485	79.3	1	high	3.1.6.1 	
GFS_7248_407_7	463	S1_17	425	3.9e-118	387.2	4	410	4	457	95.5	1	high	3.1.6.- 	
GL72_DN_concoct_34_378_1	422	S1_53	474	5e-50	223.9	4	460	2	415	96.2	1	low		fusion of 2 fragments from 134 to 415 score 163.1 fragment 2 from 2 to 128 score 60.8
GFS_9901_75_2	526	S1_8	443	1.3e-36	118.6	2	318	22	370	71.3	1	probable fragment		
GL93_UP_metabat_23_139_1	304	S1_20	444	3e-78	255.9	135	430	2	299	66.4	1	probable fragment		
GFS_9488_65_4	612	S1_8	443	1.2e-45	148.3	2	292	44	352	65.5	1	probable fragment		
GL53_Down_concoct_240_727_6	477	S1_61	451	2.1e-42	208.7	2	429	8	410	94.7	1	low		fusion of 2 fragments from 215 to 410 score 137.8 fragment 2 from 8 to 179 score 70.9
GL85_DN_concoct_218_303_2	455	S1_8	443	2.1e-156	513.4	3	426	22	452	95.5	1	high	3.10.1.1 3.1.6.- 	
GL133_DN_metabinner_11_sub_537_16	524	S1_6	469	9.7e-162	531.6	2	460	49	518	97.7	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GFS_4080_223_1	546	S1_53	474	3.9e-35	114.0	4	307	223	524	63.9	1	probable fragment		
GFS_4384_21_3	440	S1_16	444	2.8e-66	216.3	2	427	23	431	95.7	1	low		
GFS_7813_408_2	453	S1_18	426	2.2e-166	546.2	2	414	40	447	96.7	1	high		
GFS_5889_851_22	429	S1_21	416	2.9e-169	555.6	3	414	30	425	98.8	1	high		
GL51_Up_metabinner_1_178_2	463	S1_7	456	2.6e-146	480.5	3	435	26	462	94.7	1	high	3.1.6.13 3.1.6.- 	
GFS_9423_289_11	491	S1_37	447	2.2e-193	635.5	1	447	2	452	99.8	1	high		
GL94_UP_concoct_236_232_6	515	S1_15	471	2.4e-169	556.5	3	469	21	489	98.9	1	high	3.1.6.4 	
GL72_UP_concoct_117_22_4	467	S1_7	456	3.3e-150	493.3	2	449	24	462	98.0	1	high	3.1.6.13 3.1.6.- 	
GFS_1260_679_2	185	S1_32	423	4.8e-74	241.7	2	159	28	184	37.1	1	probable fragment		
GFS_7813_846_8	493	S1_64	483	1.8e-74	244.0	1	371	3	419	76.6	1	probable fragment		
GL72_DN_metabinner_2_127_52	484	S1_61	451	3.7e-85	278.8	1	441	2	418	97.6	1	low		
336R_metabat_339_sub_655_1	390	S1_56	526	2.9e-172	566.2	2	384	3	390	72.6	1	high		
GFS_6979_120_11	564	S1_8	443	1.9e-19	142.5	6	330	4	321	73.1	1	probable fragment		fusion of 2 fragments from 181 to 321 score 62.0 fragment 2 from 4 to 170 score 80.5
GL53_Up_metabinner_1_402_1	485	S1_7	456	4.5e-147	482.9	2	443	34	483	96.7	1	high	3.1.6.13 3.1.6.- 	
GFS_4758_281_2	310	S1_61	451	1.1e-52	171.6	1	334	3	309	73.8	1	probable fragment		
GL45_Down_concoct_159_sub_591_1	501	S1_46	459	9.3e-88	287.1	3	447	28	472	96.7	1	low		
GFS_12806_527_13	444	S1_33	422	1.5e-138	454.5	2	420	19	440	99.1	1	high		
GL85_DN_concoct_3_211_2	516	S1_14	426	2.5e-38	124.2	154	422	57	335	62.9	1	probable fragment		
GL133_UP_concoct_53_1045_2	669	S1_53	474	2.9e-37	121.0	278	446	482	643	35.4	1	probable fragment		
GFS_4902_599_2	354	S1_53	474	1.9e-31	101.9	268	431	191	353	34.4	1	probable fragment		
GL26_UP_concoct_141_440_5	437	S1_8	443	8.7e-41	132.3	3	297	30	342	66.4	1	probable fragment		
GL81_UP_metabat_51_44_11	611	S1_70	383	1.6e-134	440.8	2	362	30	381	94.0	1	high		
GL114_DN_metabinner_24_1090_26	421	S1_4	536	1.6e-136	448.4	92	516	1	414	79.1	1	high	3.1.6.1 	
GL58_Up_concoct_85_481_4	645	S1_8	443	7.6e-47	152.3	2	345	47	387	77.4	1	probable fragment		
GL53_Down_metabat_69_sub_134_2	670	S1_8	443	4.1e-31	100.5	2	342	275	627	76.7	1	probable fragment		
GL124_DN_concoct_187_310_10	795	S1_46	459	2.9e-29	178.9	186	431	360	754	53.4	1	probable fragment		fusion of 2 fragments from 360 to 507 score 84.6 and from 505 to 754 score 94.3
GFS_5712_687_40	499	S1_8	443	8.8e-125	409.2	2	434	23	485	97.5	1	high	3.10.1.1 3.1.6.- 	
GFS_10772_210_4	425	S1_27	454	2.2e-84	276.3	3	432	4	422	94.5	1	low		
GFS_5495_563_4	465	S1_24	410	1.3e-130	428.4	2	403	57	463	97.8	1	high		
GL26_UP_concoct_141_755_1	427	S1_52	473	1.5e-21	135.3	5	361	111	421	75.3	1	probable fragment		fusion of 2 fragments from 256 to 421 score 69.2 fragment 2 from 111 to 223 score 66.1
GL124_DN_metabat_122_sub_306_3	754	S1_4	536	2.2e-226	745.0	2	520	52	584	96.6	1	high	3.1.6.1 	
GL124_DN_metabinner_44_295_15	522	S1_29	405	1.3e-133	438.2	2	398	24	434	97.8	1	high		
GL49_UP_concoct_67_sub_563_1	465	S1_9	433	4.6e-141	462.6	1	425	29	461	97.9	1	high	3.1.6.- 	
GFS_5321_145_26	552	S1_17	425	5.1e-178	584.5	2	420	24	442	98.4	1	high	3.1.6.- 	
GL75_DN_concoct_2_145_2	428	S1_4	536	2.5e-121	398.3	96	504	3	406	76.1	1	high	3.1.6.1 	
GL81_UP_metabat_51_44_4	619	S1_70	383	8.2e-128	418.7	2	367	31	396	95.3	1	high		
GL140_4_concoct_222_sub_107_1	446	S1_6	469	1.2e-139	458.7	2	374	58	438	79.3	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GL133_DN_metabinner_11_sub_142_1	679	S1_61	451	3.4e-41	133.8	172	430	408	674	57.2	1	probable fragment		
GL85_DN_metabinner_10_459_1	441	S1_26	443	1.3e-69	227.7	2	434	23	431	97.5	1	low		
GL139_UP_concoct_52_sub_686_1	435	S1_8	443	1.9e-44	144.4	2	298	19	340	66.8	1	probable fragment		
GL30_UP_concoct_163_40_6	566	S1_8	443	3.9e-31	100.5	11	301	204	560	65.5	1	probable fragment		
GFS_2372_1871_7	540	S1_15	471	7.1e-168	551.6	2	468	44	520	98.9	1	high	3.1.6.4 	
GFS_5483_302_8	496	S1_8	443	1.8e-132	434.5	3	434	25	469	97.3	1	high	3.10.1.1 3.1.6.- 	
GL127_UP_metabinner_5_201_1	694	S1_53	474	3.9e-32	104.1	273	438	255	413	34.8	1	probable fragment		
GL103_UP_concoct_32_391_3	435	S1_32	423	1.1e-139	458.0	2	410	20	413	96.5	1	high		
GL73_DN_concoct_173_sub_1509_1	279	S1_17	425	1.7e-53	174.3	255	422	3	172	39.3	1	probable fragment		
GL140_5_metabinner_35_sub_131_4	424	S1_24	410	3e-110	361.4	3	403	28	422	97.6	1	high		
GL124_UP_concoct_213_831_7	469	S1_61	451	5.8e-72	235.2	1	433	12	419	95.8	1	low		
GL72_DN_concoct_12_sub_50_2	788	S1_4	536	8.3e-209	687.0	2	512	75	609	95.1	1	high	3.1.6.1 	
GL26_DN_concoct_27_333_9	462	S1_4	536	7.2e-152	499.1	2	408	38	451	75.7	1	high	3.1.6.1 	
GFS_13892_225_4	492	S1_8	443	9e-62	201.5	2	331	54	406	74.3	1	probable fragment		
GL13_DownB_concoct_175_96_2	456	S1_32	423	7.3e-156	511.3	2	416	28	436	97.9	1	high		
GL35_DN_concoct_8_137_2	560	S1_15	471	9.8e-168	551.2	2	469	44	521	99.2	1	high	3.1.6.4 	
GL85_DN_concoct_11_786_1	640	S1_8	443	1e-45	148.6	28	328	71	384	67.7	1	probable fragment		
GFS_3877_142_7	437	S1_14	426	2.4e-100	328.6	2	414	22	433	96.7	1	high		
GFS_9901_942_2	458	S1_8	443	6.7e-44	142.6	4	309	34	385	68.8	1	probable fragment		
GFS_3178_829_2	234	S1_7	456	3.6e-79	259.1	1	218	23	233	47.6	1	probable fragment		
GL65_DN_metabat_42_sub_208_3	179	S1_20	444	1.5e-64	210.8	264	437	1	174	39.0	1	probable fragment		
GFS_7164_101_8	484	S1_8	443	3e-150	493.1	2	424	21	479	95.3	1	high	3.10.1.1 3.1.6.- 	
GFS_13757_1962_2	464	S1_9	433	2.1e-31	101.3	225	416	259	444	44.1	1	probable fragment		
GFS_2415_21_40	522	S1_29	405	1.5e-135	444.6	2	398	24	434	97.8	1	high		
GL72_DN_concoct_64_285_1	269	S1_0	499	4.2e-91	298.5	246	495	1	258	49.9	1	probable fragment		
GL26_UP_metabinner_8_sub_558_2	203	S1_7	456	1.2e-65	214.6	251	444	3	198	42.3	1	probable fragment		
GFS_13507_376_6	841	S1_7	456	7.3e-92	300.9	3	445	25	561	96.9	1	high	3.1.6.13 3.1.6.- 	
GFS_3657_99_5	524	S1_6	469	2.8e-153	503.7	2	458	39	515	97.2	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GFS_6350_584_5	577	S1_8	443	2.8e-35	114.2	5	307	280	570	68.2	1	probable fragment		
GFS_12854_350_3	499	S1_8	443	8.6e-134	438.8	2	432	24	462	97.1	1	high	3.10.1.1 3.1.6.- 	
336R_concoct_238_969_1	245	S1_61	451	2.6e-45	147.4	233	443	16	228	46.6	1	probable fragment		
GL58_Up_concoct_85_220_20	674	S1_8	443	8.2e-18	136.6	7	307	2	312	67.7	1	probable fragment		fusion of 2 fragments from 187 to 312 score 56.6 fragment 2 from 2 to 175 score 80.0
GFS_9863_920_3	465	S1_61	451	1.8e-70	230.3	1	433	7	415	95.8	1	low		
GL103_UP_concoct_32_172_3	473	S1_25	440	6.3e-178	584.6	1	436	23	456	98.9	1	high	3.1.6.- 	
GL72_UP_concoct_191_536_2	723	S1_8	443	5.5e-26	172.4	191	330	52	381	31.4	1	probable fragment		fusion of 2 fragments from 52 to 239 score 88.9 and from 238 to 381 score 83.5
GL94_UP_metabinner_9_501_5	474	S1_20	444	1.5e-180	593.1	2	437	25	467	98.0	1	high		
GL53_Down_metabinner_17_355_9	488	S1_7	456	7.6e-132	432.7	1	449	20	475	98.2	1	high	3.1.6.13 3.1.6.- 	
GFS_7177_215_6	510	S1_7	456	3.5e-138	453.6	2	443	48	506	96.7	1	high	3.1.6.13 3.1.6.- 	
GL117_UP_metabinner_18_sub_375_8	445	S1_8	443	4.9e-48	156.2	4	333	32	378	74.3	1	probable fragment		
GL94_UP_concoct_236_63_4	455	S1_8	443	1.1e-154	507.7	3	426	22	452	95.5	1	high	3.10.1.1 3.1.6.- 	
338R_concoct_65_71_20	290	S1_14	426	9.4e-84	273.9	147	420	1	268	64.1	1	probable fragment		
GL30_DN_concoct_176_sub_270_4	560	S1_15	471	2.3e-167	549.9	2	469	44	521	99.2	1	high	3.1.6.4 	
336R_metabinner_76_sub_734_8	998	S1_8	443	1.6e-16	131.8	4	308	281	573	68.6	1	probable fragment		fusion of 2 fragments from 452 to 573 score 52.4 fragment 2 from 281 to 438 score 79.4
GFS_4725_79_1	380	S1_25	440	4e-131	430.4	55	433	1	370	85.9	1	high	3.1.6.- 	
GFS_5321_275_33	166	S1_8	443	2.6e-32	104.4	49	196	2	159	33.2	1	probable fragment		
GFS_10835_369_1	659	S1_8	443	1.4e-22	172.1	3	330	45	395	73.8	1	probable fragment		fusion of 2 fragments from 235 to 395 score 72.3 fragment 2 from 45 to 223 score 99.8
GLR81_GL56_UP_2_concoct_103_383_10	902	S1_8	443	2e-41	134.4	29	304	349	642	62.1	1	probable fragment		
GL85_DN_metabinner_2_104_3	474	S1_20	444	6.6e-165	541.6	2	432	43	461	96.8	1	high		
GL72_DN_concoct_34_1067_14	464	S1_61	451	1.5e-72	237.1	1	433	7	414	95.8	1	low		
GFS_7014_1063_5	507	S1_26	443	7.2e-116	380.1	3	436	28	484	97.7	1	high		
GL45_Down_concoct_159_sub_692_2	437	S1_36	438	6.5e-37	258.2	2	432	26	429	98.2	1	low		fusion of 2 fragments from 230 to 429 score 119.6 fragment 2 from 26 to 217 score 138.6
GL85_DN_concoct_146_sub_1115_3	467	S1_61	451	2.3e-71	233.3	1	440	11	424	97.3	1	low		
GL140_3_concoct_119_sub_564_3	541	S1_6	469	4.1e-158	519.6	2	431	87	539	91.5	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GFS_7859_199_4	458	S1_8	443	5.6e-156	512.0	2	426	18	455	95.7	1	high	3.10.1.1 3.1.6.- 	
GL34_DN_concoct_226_11_4	363	S1_14	426	1e-18	387.9	3	323	39	362	75.1	1	high		fusion of 2 fragments from 297 to 362 score 59.6 fragment 2 from 39 to 249 score 328.3
GL73_DN_concoct_173_sub_1686_3	315	S1_17	425	5.1e-46	149.6	258	423	1	187	38.8	1	probable fragment		
GFS_6317_1308_1	268	S1_61	451	4.6e-49	159.7	241	441	3	202	44.3	1	probable fragment		
GFS_1049_21_6	552	S1_6	469	4.6e-150	493.1	2	459	43	546	97.4	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GFS_9488_65_2	754	S1_8	443	1.2e-17	145.7	4	330	58	412	73.6	1	probable fragment		fusion of 2 fragments from 243 to 412 score 56.1 fragment 2 from 58 to 235 score 89.6
GFS_9516_1331_5	884	S1_17	425	1.2e-39	128.6	159	406	441	700	58.1	1	probable fragment		
GL93_DN_metabinner_2_0_77	542	S1_4	536	3.4e-180	592.6	2	517	32	535	96.1	1	high	3.1.6.1 	
GFS_3883_704_3	480	S1_6	469	4.7e-143	470.0	3	457	39	479	96.8	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GFS_2863_797_3	521	S1_12	481	3.1e-200	658.5	3	475	9	486	98.1	1	high	3.1.6.6 3.1.6.- 	
338R_concoct_65_210_24	442	S1_16	444	7.6e-145	475.2	2	422	22	436	94.6	1	high		
GL85_DN_concoct_146_sub_1064_3	472	S1_61	451	6.5e-66	215.3	1	441	2	421	97.6	1	low		
GL54_UP_metabinner_5_132_27	714	S1_16	444	5.3e-33	106.6	167	416	440	674	56.1	1	probable fragment		
GL94_UP_concoct_254_353_5	460	S1_14	426	3.1e-160	525.9	2	410	27	425	95.8	1	high		
GFS_13892_180_5	596	S1_8	443	4.6e-53	172.8	7	326	80	421	72.0	1	probable fragment		
GL56_Down_concoct_109_253_4	473	S1_25	440	3.9e-179	588.6	1	435	23	455	98.6	1	high	3.1.6.- 	
GL124_UP_concoct_211_67_46	719	S1_8	443	1.6e-27	188.9	2	336	32	369	75.4	1	probable fragment		fusion of 2 fragments from 217 to 369 score 88.6 fragment 2 from 32 to 206 score 100.3
GFS_13507_179_10	477	S1_7	456	1.2e-44	145.3	283	445	6	197	35.5	1	probable fragment		
GL139_UP_metabinner_22_sub_54_1	252	S1_61	451	9.9e-85	277.3	237	450	2	217	47.2	1	probable fragment		
339R_metabinner_32_196_5	570	S1_4	536	1.1e-190	627.1	2	513	39	560	95.3	1	high	3.1.6.1 	
GFS_13292_356_3	500	S1_7	456	2.5e-104	342.0	3	450	24	470	98.0	1	high	3.1.6.13 3.1.6.- 	
GFS_12390_1_3	509	S1_11	498	3.7e-215	707.8	6	484	21	502	96.0	1	high	3.1.6.11 3.1.6.14 	
GL72_UP_concoct_303_121_1	2321	S1_29	405	8.1e-129	422.5	2	401	1116	1540	98.5	1	high		
GFS_5712_936_9	221	S1_15	471	1.6e-66	217.4	183	356	2	181	36.7	1	probable fragment		
GFS_9360_8_81	539	S1_8	443	1e-113	372.7	2	434	33	497	97.5	1	high	3.10.1.1 3.1.6.- 	
GL32_Down_metabat_63_448_2	625	S1_29	405	1.3e-129	425.0	2	400	130	542	98.3	1	high		
GFS_2232_260_3	652	S1_4	536	9.5e-169	554.8	66	521	1	471	84.9	1	high	3.1.6.1 	
GFS_2600_70_15	567	S1_4	536	1.8e-178	586.9	2	514	27	522	95.5	1	high	3.1.6.1 	
GFS_12766_324_12	606	S1_17	425	4.9e-146	479.1	2	421	30	468	98.6	1	high	3.1.6.- 	
GFS_2191_422_1	664	S1_8	443	1.7e-54	177.5	2	335	23	373	75.2	1	probable fragment		
