MAGs	Completeness	Contamination	sum_len	LengthNorm	LengthNorm2
GFS_6291	79.7	0.79	740922	922294.4996235884	929638.6449184441
GFS_6296	80.13	1.07	2794857	3450582.8405091725	3487903.406963684
GFS_6300	71.73	2.39	2143545	2916930.5374320364	2988352.153910497
GFS_6306	70.57	0.83	667321	937767.0904066885	945615.7007226868
GFS_6309	86.26	0.19	424683	491393.5802225829	492329.00533271505
GFS_6317	78.45	1.8	4483979	5612832.859145952	5715715.742511153
GFS_632	72.26	4.58	2523070	3331737.329089399	3491655.134237475
GFS_6335	87.41	1.87	2461775	2763688.14494909	2816353.9640773367
GFS_6347	88.39	0.09	1883839	2129362.535241543	2131280.6878606174
GFS_6348	88.41	0.75	2585628	2902653.3084492707	2924587.716321683
GFS_6350	72.56	5.47	7536153	9817978.818770673	10386098.401323043
GFS_6354	73.43	7.24	3430762	4333889.188615007	4672153.0709519265
GFS_6366	80.78	2.29	2916713	3528002.3177766777	3610687.0512503097
GFS_6367	96.52	1.32	1033170	1056291.0857853296	1070420.6382096976
GFS_6368	78.1	7.62	2726673	3225224.73418694	3491258.6427656855
GFS_6377	86.98	3.05	3276086	3651604.2504023914	3766481.949873534
GFS_6391	70.35	6.97	3592849	4751140.617910448	5107105.899076049
GFS_642	76.53	1.26	2817851	3635627.9594930094	3682021.4295047694
GFS_6430	71.53	2.27	5747287	7852402.607437437	8034792.394799384
GFS_6440	79.67	0.02	1920272	2409800.358478725	2410282.414961717
GFS_6449	72.46	7.91	3809866	4841989.510626554	5257888.490201491
GFS_6450	70.48	2.7	2548833	3518749.3033484677	3616391.8842224744
GFS_6452	75.01	2.59	2695350	3500253.8794827354	3593320.890547927
GFS_6453	76.44	5.08	2262399	2809352.6043956047	2959705.651491366
GFS_6454	85.19	0.02	2058591	2415986.948937669	2416470.242986266
GFS_6456	76.4	6.42	3475436	4256954.2	4549000
GFS_6460	84.12	3.02	3117558	3594160.4236804564	3706084.1654778887
GFS_6464	78.45	2.07	4099346	5117258.811727215	5225425.11153601
GFS_6470	89.56	5.04	3601545	3818699.3434568997	4021376.73068334
GFS_6472	85.64	3.65	3755869	4225571.907403083	4385648.061653432
GFS_6474	71.11	2.6	2160680	2959502.629728589	3038503.726620728
GFS_6476	93.38	2.41	2786787	2912428.178732062	2984351.038766331
GFS_6502	72.88	3.36	3843999	5097201.7475301875	5274422.338090012
GFS_6506	88.53	1.1	3293103	3678842.050152491	3719759.403592003
GFS_6511	81.24	2.28	2570470	3091904.5839487934	3164044.8055145247
GFS_6516	96.09	1.63	879660	900532.3571651578	915454.2616297222
GFS_6523	87.01	2.61	5242155	5867526.438915067	6024773.014596024
GFS_6524	74.47	0.21	4043061	5417712.598227475	5429113.737075333
GFS_6584	74.79	4.12	988934	1267803.0742077816	1322281.0536167936
GFS_6603	83.65	7.36	2785039	3084351.6193664074	3329395.0986252236
GFS_6606	98.81	1.68	2548194	2535557.4747495195	2578882.704179739
GFS_6609	85.85	1.31	3380262	3885824.773209086	3937404.775771695
GFS_6618	81.28	3.68	3748304	4441887.811023623	4611594.488188976
GFS_6633	74.48	3.12	1912120	2487193.6842105263	2567293.2330827066
GFS_6655	71.64	9.08	2147743	2725750.887213847	2997966.219988833
GFS_6668	72.29	2.11	1753306	2374202.8543366995	2425378.337252732
GFS_6685	85.59	1.41	6404170	7376879.545507653	7482381.119289637
GFS_6688	84.31	1.04	3018101	3542536.7685921	3579766.3385126316
GFS_6696	72.61	1.75	3903165	5281448.302575403	5375519.900840105
GFS_6699	70.02	1.9	2988578	4187082.2879177374	4268177.663524707
GFS_6711	98.58	8.21	4787916	4458133.593426659	4856883.749239197
GFS_6713	89.13	1.86	5571211	6134395.237742623	6250657.466621788
GFS_6717	73.98	8.36	3296375	4083263.111651798	4455765.071640984
GFS_6721	91.65	4.11	8104857	8479811.650081834	8843270.049099836
GFS_6731	76.75	0.04	822588	1071347.1854071661	1071775.8957654722
GFS_6733	79.46	2.09	3665066	4516066.096904103	4612466.649886736
GFS_6738	91.57	1.49	2562224	2756412.4302719235	2798104.1825925526
GFS_6747	90.96	1.31	4323170	4690563.4047933165	4752825.417766051
GFS_6762	86.37	0	759106	878900.0810466596	878900.0810466596
GFS_6763	89.91	0.67	2699037	2981818.9879879877	3001931.931931932
GFS_677	85.81	2	2747465	3137764.479664375	3201800.489453444
GFS_6774	70.95	3.52	580604	789523.2405919661	818328.4002818885
GFS_6793	71.57	1.64	3540121	4865255.016906526	4946375.57635881
GFS_6795	89.78	2.84	5236970	5667453.833815995	5833114.279349521
GFS_6796	70.68	3.57	2570173	3506533.4237408033	3636351.16015846
GFS_6807	82.11	3.91	2295812	2686695.5922542927	2796019.9732066737
GFS_6809	74.6	4.01	2515628	3236932.060589812	3372155.4959785524
GFS_6818	75.65	1.31	3405640	4442863.339061467	4501837.409120952
GFS_6819	76.83	3	550603	695151.5163347651	716651.0477677991
GFS_6836	87.35	2.37	3078627	3440942.804922725	3524472.8105323417
GFS_6841	97.81	4.92	4697747	4566626.978427564	4802931.193129537
GFS_6843	72.07	0.8	1920013	2642781.873178854	2664094.630220619
GFS_6850	70.63	0.6	3760288	5291981.129831516	5323924.67789891
GFS_6861	75.9	9.58	3855765	4593389.608695651	5080059.288537549
GFS_6863	72.25	4.47	6747688	8921891.136885813	9339360.553633217
GFS_6865	83.73	2.94	2632412	3051497.7752299057	3143929.2965484294
GFS_6871	75.6	5.31	4658185	5834438.328703703	6161620.37037037
GFS_6887	79.33	0.21	647833	814915.6065801083	816630.5306945669
GFS_6906	75.6	0.8	2081021	2730651.894179894	2752673.2804232803
GFS_6910	99.97	0.89	2798342	2774269.036911073	2799181.7545263576
GFS_6915	80.84	4.48	1901620	2246941.395348837	2352325.5813953485
GFS_6950	86.75	2.56	2923389	3283631.4024207494	3369900.864553314
GFS_6954	93.47	1.64	2821904	2969535.438536429	3019047.822830855
GFS_6964	76	4.6	663931	833408.1236842106	873593.4210526317
GFS_6979	91.94	2.17	3011316	3204231.501849032	3275305.634109202
GFS_6982	70.01	1.3	4828555	6807290.079988573	6896950.435652049
GFS_6983	97.91	0.49	3436483	3492640.418036972	3509838.6273107952
GFS_6987	96.78	3.37	8537703	8524470.354308743	8821763.79417235
GFS_6992	86.07	2.03	2803802	3191454.420123156	3257583.362379459
GFS_6995	82.47	2.31	2863481	3391942.0260700863	3472148.6601188313
GFS_7003	75.93	6.93	4209762	5160049.3789016195	5544267.088107467
GFS_7006	70.34	4.33	2795824	3802622.7193630934	3974728.4617571793
GFS_7014	74.32	3.18	4187463	5455196.012648009	5634368.945102261
GFS_7027	90.89	1.91	504960	544961.2322587743	555572.6702607548
GFS_7029	90.5	0.29	883865	973814.1342541437	976646.4088397791
GFS_7033	81.1	1.07	1329146	1621361.4522811344	1638897.657213317
GFS_7037	93.72	0.95	3468399	3665652.165492958	3700809.8591549294
GFS_7047	84.78	4.98	1940887	2175313.5496579385	2289321.7740033027
GFS_7064	79.68	8.98	1890267	2159288.4329819274	2372323.0421686745
GFS_7114	74.91	3.97	2258455	2895200.0220264317	3014891.2027766653
GFS_7115	79.02	1.37	1599587	1996548.5422677805	2024281.1946342702
GFS_7138	72.38	0.4	2292043	3154013.302017132	3166680.022105554
GFS_7148	99.96	0.88	6446761	6392586.5378151275	6449340.736294519
GFS_7155	70.02	1.6	657770	924372.5792630677	939403.0277063696
GFS_7156	92.13	3.13	740394	778486.5600781506	803640.5079778575
GFS_7157	86.76	1.22	733586	835219.284001844	845534.8086675886
GFS_7162	88.29	6.43	860268	911714.5402650356	974366.2928984029
GFS_7163	86.12	5.29	2832260	3114762.477937761	3288736.646539712
GFS_7164	81.39	4.44	3902036	4581380.51554245	4794244.993242414
GFS_7177	88.9	3.48	7890726	8567073.942857144	8875957.255343083
GFS_7182	72.6	4.62	2437268	3202019.584573003	3357118.457300276
GFS_7187	92.67	0.24	1379887	1485459.4487968062	1489033.1283047374
GFS_72	80.69	2.82	2330731	2807044.7215268314	2888500.43375883
GFS_7207	71.11	3.57	4432122	6010259.098017157	6232768.949514836
GFS_7213	84.93	3.39	4651675	5291396.700223713	5477069.351230425
GFS_7238	82.14	1.28	2265087	2722295.9415631844	2757593.1336742146
GFS_7244	81.63	0.02	674847	826549.1003307608	826714.4432194047
GFS_7245	75.4	0.46	1922495	2537999.367374005	2549728.1167108747
GFS_7248	76.73	2.41	3076439	3912807.011729441	4009434.3802945395
GFS_7267	88.47	2.53	3620513	3988825.6144455746	4092362.3827286083
GFS_7316	72.05	0.41	3795982	5246937.507009022	5268538.514920195
GFS_74	73.41	0.04	1600269	2179034.044953004	2179906.007355946
GFS_7411	89.83	0.89	1351617	1491247.4771234551	1504638.7621062004
GFS_7412	70.07	2.67	1518533	2109302.3674896536	2167165.691451406
GFS_7420	83.24	3.6	2485804	2878802.3258049013	2986309.466602595
GFS_7426	89.57	7.16	4186894	4339748.118343196	4674437.869822486
GFS_7427	76.12	2.37	2052028	2631890.352601156	2695780.3468208094
GFS_7430	98.88	1.34	4296528	4286968.572815535	4345194.174757282
GFS_7433	99.99	0.24	4732337	4721451.536353636	4732810.281028103
GFS_7435	83.89	0.07	580611	691625.4288949815	692109.9058290619
GFS_7441	76.97	5.3	3074448	3782645.5190333896	3994345.8490320905
GFS_7451	79.02	1.92	2971124	3687773.2462667683	3759964.5659326757
GFS_7453	74	7.92	2374736	2954941.7686486486	3209102.7027027025
GFS_7458	78.94	1.28	4419796	5527264.518875095	5598930.833544465
GFS_7470	75.66	5.45	3235426	4043213.43246101	4276270.155960877
GFS_7485	74.11	1.06	1891709	2525511.9209283497	2552569.1539603295
GFS_7493	90.54	3.07	4881983	5226536.472166998	5392073.116854429
GFS_7509	98.42	3.9	4848608	4734314.456411298	4926445.844340581
GFS_7524	70.79	5.63	4777665	6369095.155389178	6749067.664924423
GFS_7532	90.34	0.72	2421575	2661212.8182421965	2680512.5083019705
GFS_7533	81.47	1.77	2635310	3177445.701485209	3234699.8895298885
GFS_7538	79.67	3.54	1995928	2416558.4897703025	2505244.132044684
GFS_7541	94.81	4.83	3986990	4002128.8714270643	4205242.063073515
GFS_7544	72.1	3.29	1976167	2650695.0148404995	2740869.625520111
GFS_7545	86.87	3.83	3508682	3884309.2890526075	4039003.108092552
GFS_7556	73.52	0.9	670390	903640.4923830251	911847.1164309032
GFS_7557	82.21	2.43	3186637	3782023.7451648223	3876215.7888334757
GFS_7590	76.39	8.11	681632	819939.3177117425	892305.2755596283
GFS_7611	71	0.05	2773843	3904867.716197183	3906821.126760563
GFS_7618	88.72	0.94	3440338	3841297.1402164116	3877747.971145176
GFS_7628	87.32	3.45	3864060	4272503.355474118	4425171.781951443
GFS_7630	97.85	0.38	3501548	3564887.1922330097	3578485.436893204
GFS_7632	99.95	2.4	2949488	2880140.3581790896	2950963.4817408705
GFS_7634	75.19	1.71	2094874	2738464.762069424	2786107.195105732
GFS_7647	73.36	8.89	5066530	6292414.780534351	6906393.129770992
GFS_7656	79.29	3.1	5781502	7065551.063185773	7291590.364484802
GFS_7658	91.24	0.49	4852414	5292237.145330995	5318296.799649277
GFS_7679	76.89	1.57	2847577	3645298.531798674	3703442.5803095335
GFS_7692	87.98	5.54	6732519	7228389.915208001	7652328.938395089
GFS_7712	80.24	1.88	2206489	2698164.2657028916	2749861.6650049854
GFS_7720	94.62	6.84	4145889	4081917.3455928974	4381620.164870006
GFS_7730	94.08	0.56	2604022	2752380.3962585037	2767880.5272108847
GFS_7744	78.26	1.17	826095	1043227.3044978277	1055577.5619729108
GFS_7752	82.63	0.53	2300087	2768844.8976158784	2783597.966840131
GFS_7809	78.97	5.44	2068386	2476720.0222869446	2619204.76130176
GFS_7813	78.85	1.17	5817918	7292134.888268866	7378462.904248574
GFS_7831	74.59	5.84	5008289	6322301.813111677	6714424.18554766
GFS_7836	84.14	1.64	2663397	3113521.8554789633	3165434.9893035414
GFS_785	78.4	0.83	2834820	3585830.349489796	3615841.836734694
GFS_7852	72.83	0.71	2334526	3182686.8946862556	3205445.5581491143
GFS_7859	90.19	1.11	6561493	7194434.4469453385	7275189.045348709
GFS_788	84.78	8.44	4936691	5331486.529370134	5822942.91106393
GFS_7891	70.06	9.29	1627131	2106723.5656580073	2322482.158150157
GFS_7929	75.33	1.46	4694232	6140576.414177619	6231557.148546396
GFS_7934	84.57	4.24	2713299	3072313.0216388796	3208346.9315360063
GFS_7960	94.23	0.27	1055769	1117391.9385546006	1120417.064629099
GFS_7964	97.47	2.8	3680460	3670264.8199445987	3775992.613111727
GFS_7972	79.5	1.59	2787262	3450244.697106918	3505989.937106918
GFS_7976	97.01	3	4521288	4520821.935882898	4660641.1710132975
GFS_7991	84.67	0.92	6181302	7233298.714538799	7300462.973898666
GFS_7992	80.32	1.31	774943	952180.3370268925	964819.4721115538
GFS_8002	72.82	7.66	1823090	2311784.270804724	2503556.7151881354
GFS_8026	75.91	5.13	650367	812808.8168884205	856760.6375971545
GFS_8028	84.87	2.3	570199	656397.3406386237	671849.888064098
GFS_8029	74.05	2.39	2605390	3434329.748818366	3518419.9864956113
GFS_8033	95.98	5.01	3086114	3054281.817670347	3215371.9524901016
GFS_8085	76.61	1.36	1461148	1881316.2605403995	1907254.9275551497
GFS_8094	97.73	4.35	3591990	3515541.2207101197	3675422.0812442442
GFS_8103	95.06	1.73	3106207	3211097.852829792	3267627.814012203
GFS_8108	76.59	1.23	2246315	2896834.2153022587	2932908.995952474
GFS_8115	95.58	6.06	3988054	3919625.3689056286	4172477.505754342
GFS_8142	82.71	2.02	1422243	1684818.8748639827	1719553.8628944505
GFS_8143	88.61	1.52	5934701	6595749.401647669	6697552.1950118495
GFS_8148	71.16	0.31	827667	1159501.4506745362	1163107.0826306914
GFS_8172	71.11	3.83	4067431	5500841.502882858	5719914.217409647
GFS_8260	81.55	2.49	3018237	3608930.593133047	3701087.6762722256
GFS_8261	79.16	7.97	3465045	4028399.33489136	4377267.559373422
GFS_8262	75.37	0.74	3689509	4858971.253018443	4895195.701207377
GFS_8269	73.31	7.2	3316223	4197865.153457918	4523561.587777929
GFS_8284	86.48	0.1	2620312	3026933.0342275673	3029962.997224792
GFS_8291	82.71	2.43	4268289	5035146.387740297	5160547.696771854
GFS_8293	88.5	5.58	6373447	6799783.793672317	7201635.028248588
GFS_8318	89.64	4.55	2398495	2553953.0092592593	2675697.2333779563
GFS_8321	71.54	4.6	4016512	5356097.9144534515	5614358.400894604
GFS_8322	95.87	1.91	5821642	5956450.023782205	6072433.503702931
GFS_8339	72.12	1.56	2314058	3158567.2423738213	3208621.7415418746
GFS_8346	74.09	2.5	3055367	4020762.3498447826	4123858.8203536235
GFS_8349	78.03	0.65	2851880	3631094.1689093937	3654850.698449314
GFS_8364	77.7	1.71	1978405	2502669.593951094	2546209.7812097813
GFS_837	77.4	3.98	2714189	3367137.309819121	3506704.134366925
GFS_8370	84.86	1.43	3606118	4188723.2059863308	4249490.92623144
GFS_8374	75.92	3.54	2900413	3685113.77739726	3820354.320337197
GFS_838	99.72	0.02	3424990	3433919.9779382274	3434606.899318091
GFS_8391	84.09	0.1	552784	656714.4916161256	657371.8634796052
GFS_8461	92.55	3.33	4240514	4429286.746407347	4581862.776877363
GFS_8469	72.51	4.45	2831244	3730869.731071576	3904625.56888705
GFS_8474	88.28	0.75	3424205	3849709.404734934	3878800.4077933845
GFS_8488	93.06	0.15	1111231	1192310.5023640662	1194101.6548463355
GFS_8503	93.34	1.82	3176386	3341092.5378187275	3403027.6408827943
GFS_8505	80.58	9.65	2630439	2949369.1195085626	3264381.9806403574
GFS_8508	95.4	1.03	3777922	3919297.0685534584	3960085.953878406
GFS_8533	70.44	1.03	4131430	5804764.723168654	5865176.036342987
GFS_8536	80.92	2.83	513781	616956.2502471576	634924.6169055857
GFS_8551	76	1.37	3213401	4170233.4293421055	4228159.210526316
GFS_8554	79.3	1.44	3867401	4806696.627490543	4876924.337957125
GFS_8562	84.8	7.13	3210359	3515873.117099057	3785800.70754717
GFS_8576	84.58	5.26	4007779	4489205.278552849	4738447.623551667
GFS_8591	89.3	1.76	3776876	4154986.54244121	4229424.412094065
GFS_8595	79.24	5.59	2130673	2538576.9551993944	2688885.6638061586
GFS_860	76.9	6.34	3555824	4330799.425747724	4623958.387516255
GFS_8613	77.36	2.5	2017372	2542577.171664943	2607771.45811789
GFS_8628	73.7	0.09	644708	873986.1096336499	874773.4056987788
GFS_8634	74.55	7.58	2324278	2881418.816364856	3117743.7961099935
GFS_8635	84.54	0.58	3246138	3817495.1497515966	3839765.7913413765
GFS_8640	76.8	5.54	4122245	5070146.649739584	5367506.510416667
GFS_8650	72.96	0.94	516862	701759.179276316	708418.3114035089
GFS_8654	72.48	1.24	2546213	3469425.9917218545	3512987.0309050772
GFS_8656	87.32	0.47	1035855	1180699.1313559322	1186274.622079707
GFS_8658	72.91	1.02	602940	818529.7106021123	826964.7510629544
GFS_8703	71.65	2.51	1568502	2134169.713607816	2189116.5387299373
GFS_8728	72.72	3.09	2321681	3093978.3513476346	3192630.638063806
GFS_8737	83.85	2.97	4334026	5015271.828026239	5168784.734645201
GFS_8752	76.35	3.65	2747883	3467695.180746562	3599060.9037328092
GFS_8754	75.25	1.35	3959314	5190515.961461795	5261546.843853821
GFS_8783	73.89	5.46	2310801	2956599.357693869	3127352.8217620784
GFS_8785	80.69	2.44	2975006	3596995.7288387655	3686957.491634651
GFS_8796	71.06	3.31	3096831	4213799.456656346	4358050.942865184
GFS_8808	72.49	3.94	2546137	3374009.1077389983	3512397.5720789074
GFS_8810	76.71	6.81	3264521	3965854.6733150827	4255665.493416765
GFS_8812	70.32	8.87	4484500	5811610.992605234	6377275.312855518
GFS_8852	79.56	1.84	1045639	1290094.5731523377	1314277.275012569
GFS_8868	91.55	3.21	3051393	3226044.0029492085	3333034.4074276355
GFS_8869	87.07	4.13	2430480	2676124.0105662113	2791409.2109796717
GFS_8870	86.49	0.6	3830590	4402366.1232512435	4428939.761822176
GFS_8894	79.08	0.09	1922948	2429460.4790085987	2431648.963075367
GFS_8903	77.09	3.08	963165	1210921.6733687897	1249403.2948501753
GFS_8915	80.92	1.36	2433724	2966665.0439940677	3007567.968363816
GFS_8917	75.06	2.7	2887359	3742872.777777778	3846734.612310152
GFS_8930	81.09	4.99	939694	1101002.9219385867	1158828.462202491
GFS_8935	77.64	5.18	648477	791970.4938176197	835235.7032457496
GFS_895	81.06	3.44	3410427	4062556.5151739456	4207287.194670615
GFS_8951	98.93	0.39	1831779	1844369.8189629028	1851591.0239563326
GFS_8969	74.01	9.41	1953588	2391238.1694365623	2639627.0774219697
GFS_897	71.14	6.48	2315123	3043439.737981445	3254319.651391622
GFS_898	73.05	5.52	3557345	4600930.26146475	4869739.904175223
GFS_8992	75.77	1.83	1676760	2172463.101491356	2212960.2745149797
GFS_8995	99.73	0.96	2790948	2771638.3226712123	2798503.9606938735
GFS_8996	82.75	0.16	2450549	2956650.2980060424	2961388.519637462
GFS_9010	87.37	0.09	1347541	1540950.2267368662	1542338.3312349776
GFS_9019	93.98	0.55	704802	745824.206214088	749948.9253032559
GFS_9042	76.23	2.93	2345888	2987214.327167782	3077381.6082906993
GFS_9078	79.88	7.49	4603014	5330806.5240360545	5762411.116675013
GFS_9081	82.03	2.27	2945861	3509679.331098378	3591199.5611361694
GFS_9107	81.73	1.11	2016273	2439608.9192462987	2466992.5364003424
GFS_913	88.83	3.1	5962355	6504021.158392435	6712096.1386918835
GFS_9137	79.27	3.59	3557869	4327162.234010344	4488291.913712628
GFS_9145	80.88	7.72	4237674	4834972.264094956	5239458.456973294
GFS_9151	90.13	0.94	2794871	3071784.325529791	3100933.0966381896
GFS_9157	99.59	0	4995735	5016301.837533889	5016301.837533889
GFS_9164	85.15	6.11	3168280	3493479.84967704	3720822.0786846736
GFS_9165	84.02	2.97	6008562	6938952.283503928	7151347.298262319
GFS_9179	99.82	1.22	4938560	4887106.359447005	4947465.437788019
GFS_9180	85.32	9.6	3432627	3637007.5105485236	4023238.396624473
GFS_919	83.26	1.52	3082115	3645528.287292817	3701795.580110497
GFS_9194	83.8	1.01	2609160	3082109.1694510747	3113556.085918855
GFS_9203	93.2	6.56	3219287	3227577.00944206	3454170.600858369
GFS_9207	71.8	3.43	3879851	5218345.558077995	5403692.200557103
GFS_9225	74.28	2.97	3131505	4090602.1829563812	4215811.793214862
GFS_9240	81.09	2.19	9677695	11673145.245406337	11934511.037119249
GFS_9243	90.87	3.36	6229615	6625178.75646528	6855524.375481457
GFS_9244	85.4	4.38	2144380	2401002.524590164	2510983.606557377
GFS_9245	71.49	2.53	2094941	2856258.20772136	2930397.2583578127
GFS_9246	79.02	5.54	2540236	3036581.78385219	3214674.7658820557
GFS_9248	94.89	4.23	4032996	4070397.5858362312	4250180.208662662
GFS_9251	79.61	2.17	2788443	3426622.0159527697	3502629.0667001633
GFS_9260	96.11	1.66	2751199	2815033.915929664	2862552.2838414316
GFS_9266	79.36	2.82	1149122	1407153.1748991935	1447986.3911290322
GFS_9270	92.59	6.51	6569581	6633439.115347231	7095346.149692192
GFS_9280	70.03	1.64	2360996	3316115.4727973724	3371406.540054262
GFS_9284	81.58	7.67	3752420	4246885.7391517535	4599681.294434911
GFS_9285	72.34	2.79	3217570	4323748.682609898	4447843.516726569
GFS_9287	86.44	2.23	1386021	1567691.7303331792	1603448.6348912541
GFS_9291	100	0.89	2725264	2701009.1504	2725264
GFS_9293	99.59	0.05	6939835	6964921.259664626	6968405.462395824
GFS_9294	87.11	0.07	3673110	4213682.496843072	4216634.140741591
GFS_9302	85.25	3.07	4150090	4718688.841055719	4868140.762463343
GFS_9303	75.45	5.3	4519404	5672465.98807157	5989932.4055666
GFS_9305	91.36	0.52	2419420	2634456.0157618215	2648226.7950963224
GFS_9306	73.87	8.09	2645862	3292015.384053066	3581781.5080546904
GFS_9307	82.29	2.94	804988	949473.0256410255	978233.0781382913
