protein	query length	HMM	HMM length	e-value	score	hmmbegin	hmmend	begin	end	coverage	num domaine	prediction confidence	EC prediction	comment
GFS_4627_560_2	481	S1_13	476	2.3e-163	536.8	2	456	35	469	95.4	1	high		
GFS_12867_382_2	449	S1_33	422	2.3e-160	526.4	2	420	19	438	99.1	1	high		
GLR68_GL53_UP_2_metabat_7_sub_52_6	284	S1_58	502	2.3e-132	434.8	227	497	2	274	53.8	1	high		
GFS_9658_45_32	448	S1_24	410	7.3e-164	538.0	3	407	21	419	98.5	1	high		
GFS_13179_246_3	515	S1_11	498	9.4e-217	713.1	5	485	20	509	96.4	1	high	3.1.6.11 3.1.6.14 	
GFS_1658_754_2	514	S1_58	502	9.2e-240	789.1	1	498	3	505	99.0	1	high		
GFS_12867_382_8	578	S1_7	456	1e-178	587.3	2	444	22	491	96.9	1	high	3.1.6.13 3.1.6.- 	
GFS_2771_56_1	351	S1_8	443	2e-92	302.5	2	299	26	342	67.0	1	high	3.10.1.1 3.1.6.- 	
GL32_UP_metabinner_48_sub_155_2	154	S1_7	456	1.6e-34	112.0	2	82	24	105	17.5	1	probable fragment		
GFS_4384_210_1	457	S1_24	410	2.9e-161	529.4	2	406	28	440	98.5	1	high		
GFS_12867_101_10	530	S1_14	426	4.1e-186	611.2	2	421	77	519	98.4	1	high		
GL95_UP_concoct_247_591_2	441	S1_20	444	3.3e-164	539.2	2	438	11	425	98.2	1	high		
GL99_UP_concoct_187_474_12	496	S1_7	456	3.4e-146	480.0	2	445	26	460	97.1	1	high	3.1.6.13 3.1.6.- 	
GL32_Down_metabinner_16_1333_2	496	S1_7	456	6.4e-155	508.8	2	448	26	462	97.8	1	high	3.1.6.13 3.1.6.- 	
GL94_UP_concoct_254_521_3	454	S1_7	456	3.4e-140	460.3	4	446	24	447	96.9	1	high	3.1.6.13 3.1.6.- 	
GL119_DN_concoct_185_369_24	251	S1_7	456	6e-80	261.7	2	219	23	240	47.6	1	probable fragment		
GL65_DN_concoct_75_sub_995_1	312	S1_17	425	1.6e-131	431.3	2	280	28	312	65.4	1	high	3.1.6.- 	
GFS_5502_189_2	527	S1_11	498	6.7e-220	723.5	5	487	24	502	96.8	1	high	3.1.6.11 3.1.6.14 	
GFS_5294_291_2	84	S1_24	410	9.5e-34	109.4	2	68	17	83	16.1	1	probable fragment		
GL44_UP_concoct_113_62_5	381	S1_8	443	4.6e-96	314.5	128	432	18	338	68.6	1	high	3.10.1.1 3.1.6.- 	
GL124_UP_concoct_88_434_4	518	S1_15	471	3.1e-166	546.2	2	464	29	516	98.1	1	high	3.1.6.4 	
GL85_DN_metabinner_10_792_1	146	S1_76	487	1.8e-63	207.1	334	486	2	144	31.2	1	probable fragment		
GL53_Down_metabinner_27_sub_307_5	455	S1_13	476	1.9e-135	444.8	1	456	21	453	95.6	1	high		
GFS_11547_751_1	557	S1_7	456	1.3e-147	484.7	2	446	87	517	97.4	1	high	3.1.6.13 3.1.6.- 	
GL140_2_concoct_320_570_4	191	S1_0	499	1e-78	257.7	2	179	3	191	35.5	1	probable fragment		
GFS_4002_171_6	578	S1_7	456	2.2e-174	573.0	2	443	22	490	96.7	1	high	3.1.6.13 3.1.6.- 	
GL95_UP_concoct_160_1081_1	284	S1_20	444	8.4e-100	327.0	2	252	22	284	56.3	1	high		
GL5_Up_concoct_179_489_1	437	S1_21	416	2.8e-184	605.0	2	415	29	435	99.3	1	high		
GFS_2344_187_1	570	S1_4	536	3.5e-166	546.3	3	512	68	566	95.0	1	high	3.1.6.1 	
GL115_DN_metabinner_5_sub_227_2	442	S1_21	416	4.2e-174	571.5	2	414	30	435	99.0	1	high		
GL65_UP_concoct_192_sub_738_4	504	S1_7	456	1.9e-155	510.5	2	448	23	480	97.8	1	high	3.1.6.13 3.1.6.- 	
GFS_11699_16_6	291	S1_25	440	4.2e-107	351.2	2	256	32	290	57.7	1	high	3.1.6.- 	
GL74_DN_metabinner_11_340_1	322	S1_21	416	1.5e-142	467.5	2	309	14	321	73.8	1	high		
GFS_2771_23_8	427	S1_15	471	7.8e-167	548.2	3	381	32	425	80.3	1	high	3.1.6.4 	
GL94_UP_concoct_254_420_6	467	S1_20	444	4.4e-169	555.3	3	433	22	456	96.8	1	high		
GL130_UP_concoct_108_sub_270_11	168	S1_23	422	1.8e-69	227.0	2	136	33	167	31.8	1	probable fragment		
GL51_DN_metabinner_8_396_2	447	S1_14	426	4.4e-175	574.8	2	422	19	438	98.6	1	high		
GFS_9853_271_6	520	S1_11	498	8.7e-217	713.2	7	483	31	503	95.6	1	high	3.1.6.11 3.1.6.14 	
GL119_DN_concoct_221_sub_1259_5	470	S1_20	444	7.4e-171	561.2	2	431	24	455	96.6	1	high		
GL85_DN_metabinner_10_163_7	436	S1_62	414	3.9e-119	390.5	2	406	22	429	97.6	1	several good hits		 good hit with these HMMs: S1_62(390.5);S1_20(388.4);S1_16(370.4);S1_19(371.2);S1_23(354.4);S1_18(348.8);S1_32(347.0);S1_17(329.4);S1_14(318.3);S1_71(317.4);S1_33(302.9)
GL114_DN_concoct_132_sub_82_3	337	S3	508	3.5e-129	424.1	4	321	19	336	62.4	1	high	3.1.6.- 3.1.6.19 	
GL75_DN_concoct_2_160_1	406	S1_28	445	9.8e-131	428.9	48	442	2	384	88.5	1	high		
GL77_DN_metabinner_2_1061_3	263	S1_20	444	3e-84	275.7	179	437	2	256	58.1	1	probable fragment		
GFS_3877_226_7	448	S1_25	440	2.1e-173	569.7	2	434	20	446	98.2	1	high	3.1.6.- 	
GFS_12867_366_12	132	S1_11	498	2.8e-53	173.8	5	109	25	132	20.9	1	probable fragment		
GL90_UP_metabinner_5_93_16	253	S1_48	499	5.7e-61	199.2	2	198	41	247	39.3	1	probable fragment		
GFS_13543_660_22	470	S1_19	430	7.4e-173	567.4	2	426	28	460	98.6	1	high	3.1.6.- 	
GFS_5964_381_8	494	S1_7	456	2.2e-165	543.3	2	447	28	469	97.6	1	high	3.1.6.13 3.1.6.- 	
GFS_4725_768_2	505	S1_17	425	2.2e-172	566.0	3	413	30	452	96.5	1	high	3.1.6.- 	
GL79_DN_metabat_88_sub_243_1	514	S3	508	2.1e-219	721.7	9	504	3	502	97.4	1	high	3.1.6.- 3.1.6.19 	
GFS_7692_226_15	527	S1_28	445	3e-110	482.8	3	440	86	511	98.2	1	high		fusion of 2 fragments from 229 to 511 score 361.4 fragment 2 from 86 to 215 score 121.4
GFS_6091_474_1	112	S1_23	422	4.7e-34	110.4	3	64	51	112	14.5	1	probable fragment		
GL117_UP_concoct_203_374_4	465	S1_19	430	2.6e-166	545.8	3	419	24	439	96.7	1	high	3.1.6.- 	
GL119_DN_concoct_185_68_21	599	S1_17	425	4.7e-185	607.7	2	423	27	458	99.1	1	high	3.1.6.- 	
GL85_DN_concoct_218_164_33	468	S1_7	456	1.7e-159	523.9	2	443	20	461	96.7	1	high	3.1.6.13 3.1.6.- 	
GL65_DN_metabat_42_sub_224_4	480	S1_17	425	1.6e-168	553.2	2	415	22	453	97.2	1	high	3.1.6.- 	
GL140_5_metabinner_35_sub_463_1	309	S1_46	459	7.2e-77	251.2	3	279	35	308	60.1	1	probable fragment		
GL72_UP_concoct_294_189_1	517	S1_11	498	3.7e-232	763.9	5	485	30	508	96.4	1	high	3.1.6.11 3.1.6.14 	
GFS_13068_1617_1	163	S1_24	410	6e-44	143.0	2	139	27	157	33.4	1	probable fragment		
GFS_7972_446_3	588	S1_4	536	3.9e-128	420.7	148	517	2	390	68.8	1	high	3.1.6.1 	
GFS_2055_906_3	585	S1_4	536	1.9e-194	639.6	2	514	32	573	95.5	1	high	3.1.6.1 	
GL72_DN_metabat_177_sub_674_4	329	S1_15	471	7.8e-99	324.0	179	468	21	320	61.4	1	high	3.1.6.4 	
GFS_2410_745_5	469	S1_7	456	3.5e-160	526.2	2	449	28	447	98.0	1	high	3.1.6.13 3.1.6.- 	
GFS_9491_685_2	488	S1_15	471	6.3e-179	588.1	2	464	24	477	98.1	1	high	3.1.6.4 	
GL140_5_metabinner_64_182_2	485	S1_16	444	3.2e-184	604.9	2	437	22	472	98.0	1	high		
GL49_UP_concoct_72_633_2	518	S1_11	498	1.3e-214	706.1	5	485	22	505	96.4	1	high	3.1.6.11 3.1.6.14 	
GL98_DN_concoct_155_150_1	211	S1_24	410	8.8e-65	211.6	2	192	19	208	46.3	1	probable fragment		
GL72_UP_concoct_2_409_3	377	S1_7	456	8.4e-38	122.7	2	82	24	104	17.5	1	probable fragment		
GFS_7929_671_6	406	S1_14	426	1.2e-123	405.3	72	418	2	368	81.2	1	high		
GFS_5712_687_44	270	S1_7	456	3.4e-50	163.6	2	127	55	177	27.4	1	probable fragment		
GL51_DN_concoct_123_116_4	452	S1_28	445	1.2e-153	504.3	2	439	2	444	98.2	1	high		
GL130_UP_concoct_108_sub_295_1	169	S1_25	440	1.6e-61	201.0	268	434	1	167	37.7	1	probable fragment		
GFS_5523_1315_2	610	S1_16	444	3.2e-171	562.1	2	438	25	475	98.2	1	high		
GFS_9243_528_6	496	S1_16	444	3.7e-174	571.8	2	435	21	491	97.5	1	high		
GFS_7451_751_2	508	S1_58	502	5.5e-265	872.3	2	499	3	500	99.0	1	high		
GFS_12560_729_3	515	S1_11	498	4.6e-194	638.3	5	488	16	484	97.0	1	high	3.1.6.11 3.1.6.14 	
GFS_11547_8_1	481	S1_11	498	2.2e-207	682.2	5	464	25	480	92.2	1	high	3.1.6.11 3.1.6.14 	
338R_concoct_65_83_13	467	S1_20	444	3.8e-170	558.8	3	431	22	454	96.4	1	high		
GFS_5817_101_6	485	S1_37	447	1.4e-180	593.3	2	447	3	451	99.6	1	high		
GL54_UP_concoct_177_sub_757_3	522	S3	508	4e-218	717.5	8	490	42	522	94.9	1	high	3.1.6.- 3.1.6.19 	
GFS_5967_126_2	462	S1_25	440	5.9e-181	594.6	2	433	25	459	98.0	1	high	3.1.6.- 	
GFS_13179_634_11	398	S1_27	454	7.1e-109	357.1	79	451	3	358	81.9	1	high	3.1.6.12 3.1.6.- 	
GFS_3927_66_2	473	S1_25	440	1.1e-173	570.7	3	434	45	471	98.0	1	high	3.1.6.- 	
GFS_12806_120_1	299	S1_23	422	1.4e-102	336.1	2	283	25	299	66.6	1	high		
GL12_DownB_metabinner_4_135_32	555	S1_41	473	8.1e-235	772.2	1	473	64	536	99.8	1	high		
GFS_11547_1113_1	182	S1_24	410	1.2e-62	204.6	2	144	37	173	34.6	1	probable fragment		
GL53_Down_metabat_69_sub_34_5	520	S1_23	422	4.5e-151	495.9	3	420	39	509	98.8	1	high		
338R_concoct_65_297_1	152	S1_19	430	8.8e-64	208.0	2	136	16	151	31.2	1	probable fragment		
GL53_Down_metabinner_30_sub_184_6	514	S1_16	444	5.9e-166	544.8	2	432	30	504	96.8	1	high		
GFS_7207_0_4	500	S1_8	443	4.5e-115	377.2	5	429	2	489	95.7	1	high	3.10.1.1 3.1.6.- 	
GFS_10255_62_56	490	S1_8	443	1.1e-131	431.9	2	434	21	470	97.5	1	high	3.10.1.1 3.1.6.- 	
GL74_DN_concoct_196_386_11	524	S1_11	498	1.1e-203	669.9	6	486	17	490	96.4	1	high	3.1.6.11 3.1.6.14 	
GL130_UP_concoct_108_sub_1098_4	510	S1_20	444	6.3e-159	521.8	2	388	80	493	86.9	1	high		
GFS_7248_411_11	760	S1_4	536	4.4e-217	714.3	2	521	35	569	96.8	1	high	3.1.6.1 	
GFS_1605_352_2	537	S1_4	536	1.5e-154	507.9	3	506	37	530	93.8	1	high	3.1.6.1 	
GFS_5689_145_13	482	S1_16	444	5.6e-158	518.5	2	436	29	469	97.7	1	high		
GL72_UP_concoct_70_sub_565_4	308	S1_17	425	5.7e-43	139.6	261	419	1	152	37.2	1	probable fragment		
GL12_DownB_metabinner_4_135_39	604	S1_4	536	1.1e-180	594.2	3	518	37	556	96.1	1	high	3.1.6.1 	
GL74_UP_metabat_107_sub_197_5	493	S1_16	444	1.7e-151	497.1	2	431	25	489	96.6	1	high		
GL94_UP_concoct_254_307_2	482	S1_34	450	1.3e-172	567.0	2	419	18	429	92.7	1	high		
GFS_12523_162_7	764	S1_4	536	7.3e-210	690.5	2	517	40	572	96.1	1	high	3.1.6.1 	
GL74_DN_concoct_196_102_4	440	S1_24	410	5.5e-133	436.3	2	405	24	413	98.3	1	high		
GFS_12806_132_1	333	S1_11	498	1.3e-144	475.1	6	347	25	333	68.5	1	high	3.1.6.11 3.1.6.14 	
GFS_2055_655_2	480	S1_14	426	2.9e-76	249.2	20	197	1	180	41.5	1	probable fragment		
GFS_3381_89_28	499	S1_8	443	6.4e-138	452.5	2	426	22	496	95.7	1	high	3.10.1.1 3.1.6.- 	
GFS_4933_426_3	535	S1_4	536	3.6e-179	589.2	2	510	43	529	94.8	1	high	3.1.6.1 	
GFS_7658_497_18	833	S1_32	423	1.2e-134	441.4	2	409	411	801	96.2	1	high		
GFS_9708_253_6	520	S1_16	444	6.3e-175	574.3	2	438	20	478	98.2	1	high		
GL85_DN_metabinner_10_866_6	428	S1_14	426	2.8e-158	519.5	8	411	1	394	94.6	1	high		
GFS_5441_710_4	404	S1_8	443	3.5e-111	364.4	2	368	33	402	82.6	1	high	3.10.1.1 3.1.6.- 	
GL94_UP_concoct_254_198_2	584	S1_17	425	3.9e-157	515.7	2	421	24	437	98.6	1	high	3.1.6.- 	
GFS_4024_144_1	434	S1_36	438	1.3e-150	494.4	37	435	1	427	90.9	1	high		
GL61_DN_concoct_141_sub_37_5	510	S1_0	499	6.3e-172	565.1	3	492	5	495	98.0	1	high	3.1.-.- 	
GFS_2055_640_4	495	S1_17	425	3.5e-167	548.8	2	413	27	458	96.7	1	high	3.1.6.- 	
GFS_5964_98_2	350	S1_16	444	6.8e-114	373.2	2	257	92	350	57.4	1	high		
GFS_5689_31_6	473	S1_22	433	1.4e-106	349.1	3	428	38	464	98.2	1	high		
GFS_5652_54_4	564	S1_4	536	5.3e-193	634.8	2	514	28	549	95.5	1	high	3.1.6.1 	
GL73_DN_metabat_76_146_3	499	S1_11	498	1.2e-107	689.8	6	488	25	481	96.8	1	high	3.1.6.11 3.1.6.14 	fusion of 2 fragments from 263 to 481 score 353.2 fragment 2 from 25 to 261 score 336.6
GL99_DN_concoct_236_sub_102_15	469	S1_13	476	1.2e-159	524.7	4	457	22	454	95.2	1	high		
GFS_4627_151_11	460	S1_19	430	5.7e-160	524.9	2	424	30	445	98.1	1	high	3.1.6.- 	
GFS_6110_673_1	449	S1_24	410	1.1e-132	435.3	2	405	25	413	98.3	1	high		
GL32_Down_metabinner_33_133_2	457	S1_18	426	1.4e-183	602.8	3	414	38	453	96.5	1	high		
GL121_DN_metabinner_5_95_1	118	S1_18	426	1.9e-36	118.0	300	410	1	112	25.8	1	probable fragment		
GFS_5689_414_15	507	S1_7	456	2.3e-154	507.0	2	448	25	483	97.8	1	high	3.1.6.13 3.1.6.- 	
GFS_12560_121_7	445	S1_25	440	8.3e-167	548.0	2	434	18	443	98.2	1	high	3.1.6.- 	
GL47_Down_concoct_66_1343_1	116	S1_11	498	1.8e-46	151.4	5	102	16	116	19.5	1	probable fragment		
GFS_7658_443_4	670	S1_75	447	1.2e-219	721.7	2	445	48	486	99.1	1	high		
GL28_DN_concoct_152_846_11	233	S1_17	425	2.2e-61	200.2	216	416	1	211	47.1	1	probable fragment		
GL28_DN_metabinner_8_sub_330_12	439	S1_18	426	6.3e-209	686.3	2	423	2	431	98.8	1	high		
GFS_9285_182_5	502	S1_12	481	3.1e-226	744.2	3	481	3	479	99.4	1	high	3.1.6.6 3.1.6.- 	
GFS_7692_224_4	526	S1_4	536	6.9e-160	525.5	3	513	15	521	95.1	1	high	3.1.6.1 	
GFS_4931_406_2	524	S1_68	505	8.5e-243	799.0	1	503	3	518	99.4	1	high		
GFS_5823_537_4	560	S1_41	473	4.1e-227	746.8	2	473	60	541	99.6	1	high		
GL106_DN_concoct_178_80_14	520	S1_16	444	1.5e-162	533.5	2	435	34	510	97.5	1	high		
GL119_DN_concoct_221_sub_1055_2	475	S1_26	443	6.2e-148	485.8	2	441	21	463	99.1	1	high		
GL94_UP_concoct_84_816_4	512	S1_15	471	9.8e-173	567.7	2	468	18	491	98.9	1	high	3.1.6.4 	
GFS_7207_1932_1	320	S1_17	425	4e-144	472.8	2	313	2	318	73.2	1	high	3.1.6.- 	
GFS_4112_447_2	496	S1_0	499	1.5e-157	517.7	5	493	3	474	97.8	1	high	3.1.-.- 	
GL51_Up_metabinner_2_152_24	479	S1_7	456	1.9e-165	543.5	1	447	24	461	97.8	1	high	3.1.6.13 3.1.6.- 	
GFS_2410_737_2	317	S1_14	426	2.2e-110	361.6	3	235	28	281	54.5	1	high		
GFS_9164_538_2	154	S1_32	423	3.7e-42	136.7	4	127	14	153	29.1	1	probable fragment		
GL74_DN_concoct_278_58_20	344	S1_20	444	5.3e-107	350.7	113	439	2	334	73.4	1	high		
GFS_12766_170_5	609	S1_17	425	3.4e-168	552.1	3	422	31	453	98.6	1	high	3.1.6.- 	
GL85_UP_concoct_215_sub_466_1	413	S1_4	536	3.1e-131	431.0	2	318	77	399	59.0	1	high	3.1.6.1 	
GFS_5689_530_29	480	S1_28	445	1.3e-155	510.8	2	440	23	447	98.4	1	high		
GFS_10147_340_21	270	S1_12	481	1e-98	323.7	235	480	1	245	50.9	1	high	3.1.6.6 3.1.6.- 	
GFS_3124_960_3	489	S1_0	499	1e-149	491.9	4	493	9	467	98.0	1	high	3.1.-.- 	
GL140_3_metabat_188_sub_102_3	227	S1_4	536	4.8e-58	189.4	226	403	9	198	33.0	1	probable fragment		
GL73_DN_concoct_124_sub_323_5	282	S1_36	438	4.1e-104	341.1	1	244	29	282	55.5	1	high		
GL51_DN_metabinner_8_54_6	427	S1_15	471	1.9e-140	461.2	3	407	19	426	85.8	1	high	3.1.6.4 	
338R_metabinner_45_sub_603_4	451	S1_18	426	3.9e-196	644.2	2	424	2	442	99.1	1	high		
GL73_DN_metabat_110_sub_176_12	443	S1_7	456	2.6e-118	388.1	111	449	16	355	74.1	1	high	3.1.6.13 3.1.6.- 	
GL45_UP_metabinner_10_sub_455_4	540	S1_4	536	5.3e-164	539.1	2	517	23	534	96.1	1	high	3.1.6.1 	
GFS_3960_377_3	571	S1_4	536	1.1e-196	647.0	2	511	33	567	95.0	1	high	3.1.6.1 	
GFS_4964_419_12	527	S1_4	536	2.1e-149	490.9	2	508	19	510	94.4	1	high	3.1.6.1 	
339R_concoct_84_sub_1106_4	257	S1_16	444	6.2e-102	333.8	2	247	9	256	55.2	1	high		
GLR80_GL56_UP_1_concoct_93_sub_366_6	440	S1_18	426	3.4e-198	651.0	2	424	3	431	99.1	1	high		
GFS_4306_5_21	651	S3	508	1.8e-223	735.2	4	499	21	516	97.4	1	high	3.1.6.- 3.1.6.19 	
GL73_DN_concoct_239_sub_309_4	865	S1_15	471	1.4e-157	517.7	2	467	376	857	98.7	1	high	3.1.6.4 	
GL119_DN_concoct_128_sub_478_3	481	S1_14	426	6.6e-165	541.3	2	416	27	446	97.2	1	high		
GFS_6987_331_13	466	S1_20	444	4.1e-181	595.0	2	437	29	462	98.0	1	high		
GFS_5483_172_22	456	S1_7	456	2.8e-153	503.4	3	442	17	451	96.3	1	high	3.1.6.13 3.1.6.- 	
GL35_DN_concoct_8_872_1	545	S1_4	536	6.1e-161	529.0	2	519	20	531	96.5	1	high	3.1.6.1 	
341R_concoct_147_635_6	406	S1_16	444	1.8e-158	520.1	2	383	21	405	85.8	1	high		
GFS_12766_323_2	344	S1_7	456	7.6e-101	330.5	99	447	1	340	76.3	1	high	3.1.6.13 3.1.6.- 	
GL98_UP_metabat_4_34_12	513	S1_12	481	2.2e-213	701.8	2	481	5	483	99.6	1	high	3.1.6.6 3.1.6.- 	
GL74_DN_metabinner_11_586_4	500	S1_14	426	4.4e-180	591.3	3	423	33	486	98.6	1	high		
GL117_UP_concoct_203_172_3	485	S1_15	471	4.9e-158	519.2	2	467	25	482	98.7	1	high	3.1.6.4 	
GL124_UP_concoct_88_704_2	550	S1_8	443	8.9e-143	468.5	2	432	36	472	97.1	1	high	3.10.1.1 3.1.6.- 	
GL82_UP_concoct_93_996_6	418	S1_8	443	1.6e-116	381.9	29	425	1	406	89.4	1	high	3.10.1.1 3.1.6.- 	
GFS_13292_237_8	594	S1_16	444	1.7e-181	596.0	2	438	21	459	98.2	1	high		
GL79_UP_concoct_66_sub_1586_9	123	S1_12	481	7.6e-59	192.2	10	116	1	108	22.0	1	probable fragment		
GL85_DN_concoct_218_3_4	467	S1_11	498	1.6e-78	462.8	8	480	24	464	94.8	1	high	3.1.6.11 3.1.6.14 	fusion of 2 fragments from 241 to 464 score 257.1 fragment 2 from 24 to 236 score 205.7
GFS_9658_19_198	669	S1_7	456	5.7e-148	485.9	3	450	29	480	98.0	1	high	3.1.6.13 3.1.6.- 	
GL30_DN_concoct_176_sub_647_5	227	S1_14	426	9.7e-70	227.7	226	422	1	207	46.0	1	probable fragment		
GL119_DN_concoct_128_sub_1332_3	582	S1_7	456	6.4e-168	551.7	2	449	34	507	98.0	1	high	3.1.6.13 3.1.6.- 	
GFS_13068_459_2	411	S1_8	443	7.2e-129	422.6	2	383	37	411	86.0	1	high	3.10.1.1 3.1.6.- 	
GL140_2_concoct_38_417_1	497	S1_8	443	7.4e-115	376.4	2	432	33	482	97.1	1	high	3.10.1.1 3.1.6.- 	
GL140_3_concoct_225_sub_70_2	456	S1_22	433	3e-168	552.3	2	425	17	455	97.7	1	high		
GFS_5964_26_29	525	S1_34	450	5.7e-229	752.8	2	446	55	499	98.7	1	high		
GFS_4032_945_3	481	S1_7	456	4.3e-167	548.9	2	445	24	463	97.1	1	high	3.1.6.13 3.1.6.- 	
GFS_12224_119_8	223	S1_18	426	6.6e-73	238.2	247	420	39	212	40.6	1	probable fragment		
GL95_UP_concoct_160_988_8	478	S1_14	426	1.3e-174	573.3	3	422	28	470	98.4	1	high		
GL140_3_concoct_225_sub_208_1	426	S1_11	498	9.9e-111	657.9	39	482	1	424	89.0	1	high	3.1.6.11 3.1.6.14 	fusion of 2 fragments from 198 to 424 score 363.4 fragment 2 from 1 to 191 score 294.5
GFS_7656_1124_7	436	S1_21	416	1.6e-164	539.9	3	415	41	433	99.0	1	high		
GL114_DN_metabat_60_sub_505_17	159	S3	508	8e-67	218.4	287	431	1	144	28.3	1	probable fragment		
GL32_Down_metabinner_12_36_2	533	S1_16	444	8.3e-169	554.2	3	436	87	526	97.5	1	high		
GFS_3888_50_1	433	S1_64	483	2.8e-130	428.1	2	389	20	427	80.1	1	high		
GL137_UP_metabat_84_193_1	283	S1_48	499	2.1e-49	161.0	283	488	2	252	41.1	1	probable fragment		
GL117_UP_concoct_203_262_8	457	S1_20	444	1.2e-159	524.2	3	437	25	447	97.7	1	high		
GFS_5712_420_1	474	S1_32	423	1.6e-156	513.5	2	413	30	460	97.2	1	high		
GL72_DN_concoct_64_383_13	148	S1_4	536	6.3e-44	142.8	277	408	1	147	24.4	1	probable fragment		
GFS_4964_509_3	619	S1_8	443	5.9e-141	462.5	2	432	21	445	97.1	1	high	3.10.1.1 3.1.6.- 	
GFS_4964_332_4	423	S1_71	422	9.9e-151	494.7	3	417	21	420	98.1	1	high		
GL72_DN_concoct_9_sub_276_2	509	S1_7	456	9.6e-154	504.9	2	446	38	472	97.4	1	high	3.1.6.13 3.1.6.- 	
GFS_6110_15_8	613	S1_4	536	2.4e-192	632.7	3	518	22	559	96.1	1	high	3.1.6.1 	
GFS_3356_185_9	105	S1_50	427	1.9e-38	124.7	3	81	26	104	18.3	1	probable fragment		
GFS_12672_590_3	446	S1_21	416	1.2e-176	579.9	2	415	22	444	99.3	1	high		
GFS_11554_2066_3	155	S1_11	498	9.3e-35	112.8	379	486	1	113	21.5	1	probable fragment		
GFS_9438_783_2	757	S1_4	536	1e-210	693.3	2	518	30	563	96.3	1	high	3.1.6.1 	
GFS_12554_438_13	494	S1_7	456	1.3e-189	623.2	2	449	30	490	98.0	1	high	3.1.6.13 3.1.6.- 	
GFS_12863_299_4	512	S1_7	456	4.1e-154	506.1	3	448	32	488	97.6	1	high	3.1.6.13 3.1.6.- 	
GL85_UP_concoct_52_265_10	504	S1_12	481	1.8e-230	758.2	2	480	3	479	99.4	1	high	3.1.6.6 3.1.6.- 	
GL140_5_metabinner_184_sub_685_1	135	S1_14	426	3.4e-50	163.3	2	103	34	135	23.7	1	probable fragment		
GFS_6470_536_2	526	S1_68	505	1.8e-245	807.9	1	502	3	519	99.2	1	high		
GL80_DN_concoct_136_sub_916_2	470	S1_17	425	1.2e-173	570.1	2	412	29	458	96.5	1	high	3.1.6.- 	
GFS_2131_103_5	216	S1_15	471	3.5e-51	166.8	2	103	24	123	21.4	1	probable fragment		
GFS_9658_87_5	477	S1_16	444	1.4e-161	530.3	2	436	19	460	97.7	1	high		
GL45_UP_metabat_13_14_20	529	S1_29	405	2.5e-131	430.8	2	401	17	436	98.5	1	high		
GFS_12554_375_24	462	S1_7	456	7.6e-160	525.0	2	444	26	459	96.9	1	high	3.1.6.13 3.1.6.- 	
GL34_DN_concoct_163_sub_158_5	434	S1_18	426	2.8e-192	631.5	4	422	2	425	98.1	1	high		
GL116_DN_metabinner_1_151_50	314	S1_20	444	2.7e-106	348.4	144	436	1	300	65.8	1	high		
GL65_UP_concoct_5_113_3	461	S1_32	423	3.8e-163	535.3	3	411	24	444	96.5	1	high		
GFS_1591_336_24	550	S1_8	443	3.3e-121	397.4	3	432	31	534	96.8	1	high	3.10.1.1 3.1.6.- 	
GFS_3381_204_2	454	S1_7	456	6.9e-160	525.2	2	448	20	450	97.8	1	high	3.1.6.13 3.1.6.- 	
GL56_Down_metabinner_7_346_4	444	S1_18	426	3.4e-171	562.0	2	411	26	434	96.0	1	high		
GL51_DN_concoct_123_257_1	377	S1_26	443	2e-100	329.2	88	440	9	360	79.5	1	high		
GFS_2361_195_2	456	S1_19	430	3.2e-181	595.0	2	420	26	437	97.2	1	high	3.1.6.- 	
GL5_Up_concoct_179_521_4	503	S1_20	444	3.9e-174	572.0	2	437	26	497	98.0	1	high		
GL45_UP_concoct_105_1358_7	191	S1_48	499	3.4e-40	130.6	2	166	11	171	32.9	1	probable fragment		
GFS_12806_40_5	528	S1_15	471	2.5e-162	533.3	2	469	27	500	99.2	1	high	3.1.6.4 	
GL48_Down_concoct_139_518_2	536	S1_16	444	5.1e-168	551.6	2	437	32	491	98.0	1	high		
GFS_12766_52_9	475	S1_14	426	5.1e-170	558.1	2	420	20	439	98.1	1	high		
GL74_UP_concoct_21_2_77	476	S1_27	454	1.7e-132	434.9	2	446	32	471	97.8	1	high	3.1.6.12 3.1.6.- 	
GL32_Down_metabinner_16_1337_3	493	S1_8	443	1.5e-152	500.6	2	425	25	489	95.5	1	high	3.10.1.1 3.1.6.- 	
GL75_DN_concoct_31_103_5	530	S1_4	536	1.5e-145	478.2	2	500	24	503	92.9	1	high	3.1.6.1 	
GL32_Down_metabinner_12_502_3	477	S1_7	456	6.1e-156	512.2	2	448	25	446	97.8	1	high	3.1.6.13 3.1.6.- 	
GL95_UP_concoct_160_931_1	433	S1_19	430	2.4e-161	529.5	2	424	7	421	98.1	1	high	3.1.6.- 	
GFS_12702_695_2	464	S1_34	450	3.6e-177	582.1	2	339	44	379	74.9	1	high		
GFS_13437_1251_6	438	S1_62	414	2.5e-122	401.0	3	405	25	432	97.1	1	high		
GL51_Up_metabinner_2_143_18	538	S1_8	443	2.4e-138	453.8	2	433	26	462	97.3	1	high	3.10.1.1 3.1.6.- 	
GFS_3651_396_3	202	S1_16	444	6e-76	248.1	2	188	19	202	41.9	1	probable fragment		
